,first,second,jaccard_coeff,overlap_coeff,jaccard_genre_sim
26252,811,2519,0.016556291,0.166666672,0.003164557
26272,596,2377,0.009090909,0.111111112,0.009433962
26336,1012,1553,0.026086956,0.130434781,0.005847953
26496,724,1771,0.008264462,0.5,0.0
26592,837,86,0.042372882,0.096153848,0.021759698
26593,837,182,0.022026431,0.140845075,0.0
26912,670,2203,0.095238097,0.533333361,0.0
27136,674,4142,0.015957447,0.473684222,0.013888889
27137,675,96,0.081967212,0.166666672,0.049561951
27138,675,388,0.116666667,0.466666669,0.101000242
27200,844,2690,0.039215688,0.079999998,0.0
27312,769,4081,0.006451613,0.021739131,0.003984064
27520,661,2359,0.034482758,0.13636364,0.024680851
27584,679,213,0.04040404,0.347826093,0.016591253
27600,940,174,0.004484305,0.125,0.062387522
27601,940,275,0.002277904,0.125,0.039627038
27630,940,4300,0.008583691,0.105263159,0.01173709
27760,724,4179,0.073684208,0.583333313,0.0
27761,724,4193,0.002624672,0.045454547,0.005042017
27792,596,1264,0.128534704,0.375939846,0.007515658
27888,940,108,0.006666667,0.142857149,0.055426583
27936,864,1565,0.050903119,0.688888907,0.010797342
27937,864,2022,0.034482758,0.13333334,0.001706485
28400,623,1252,0.033613447,0.15384616,0.025621118
28512,596,2482,0.004815409,0.214285716,0.013296011
28688,961,2112,0.014492754,0.307692319,0.003610108
28912,940,1527,0.01048218,0.100000001,0.03391473
28944,681,2694,0.029090909,0.126984134,0.002928258
28945,681,3654,0.069444448,0.357142866,0.0
29184,940,3713,0.002272727,0.111111112,0.036170214
29200,784,541,0.025423728,0.142857149,0.0
29216,674,2591,0.087719299,0.526315808,0.01843318
29248,1038,4585,0.222222224,0.444444448,0.002994012
29312,940,1715,0.126284882,0.25671643,0.003378378
29344,793,569,0.089552239,0.179104477,0.035824582
29392,904,204,0.052083332,0.10204082,0.006337136
29456,877,182,0.007462686,0.25,0.006896552
29520,675,4151,0.050583657,0.433333337,0.002328967
29680,1089,591,0.014705882,0.125,0.0
29728,1143,68,0.103448279,0.405405402,0.001512859
29729,1143,87,0.227678567,0.459459454,0.015004413
29807,718,562,0.005882353,0.033333335,0.01438849
30128,838,724,0.115979381,0.616438329,0.004846527
30192,941,1381,0.005050505,0.125,0.0
30208,1139,4222,0.173913047,0.444444448,0.0
30224,793,194,0.103448279,0.189873412,0.021716649
30272,1114,2598,0.028938906,0.375,0.008902078
30384,888,278,0.029126214,0.073170729,0.009536785
30385,888,811,0.012738854,0.097560972,0.008928572
30704,872,1656,0.089385472,0.246153846,0.060913704
30832,793,1988,0.02538071,0.06329114,0.013089005
31040,596,1527,0.021604938,0.280000001,0.010810811
31120,623,2257,0.054054055,0.300000012,0.004597701
31136,665,4273,0.1640625,0.456521749,0.0
31152,950,1496,0.019480519,0.428571433,0.043392505
31168,971,1688,0.041666668,0.222222224,0.036697246
31328,844,1064,0.291970789,0.615384638,0.0
31632,1090,182,0.031862747,0.464285702,0.001383126
31664,764,2926,0.103448279,0.5,0.004662005
32368,1102,1220,0.00913242,0.054054055,0.013911621
32592,1063,940,0.0,0.0,0.024158126
32624,837,2015,0.022556391,0.046153847,0.024838014
32625,837,2484,0.102941178,0.197183102,0.007430998
32656,724,2214,0.015544041,0.1875,0.003824092
32672,620,544,0.014492754,0.200000003,0.024288107
32673,620,2484,0.0,0.0,0.011664423
33216,1188,2901,0.014018691,0.200000003,0.007462686
33824,940,2881,0.006711409,0.166666672,0.029133858
33825,940,2908,0.002155172,0.030303031,0.036613271
34048,1225,2224,0.05882353,0.166666672,0.0
34128,675,2764,0.01754386,0.06666667,0.007974936
34129,675,3446,0.00952381,0.033333335,0.00349345
34130,675,4043,0.01923077,0.043478262,0.002916302
34400,1220,2300,0.018779343,0.121212125,0.007373272
34976,1264,485,0.049504951,0.12658228,0.005794702
35104,1254,1851,0.067278288,0.224489793,0.0
35216,1264,3116,0.029090909,0.470588237,0.002991453
35440,1309,87,0.041884817,0.22857143,0.023684936
35520,1212,2099,0.065420561,0.194444448,0.00591716
35808,1264,596,0.128534704,0.375939846,0.007515658
36000,1496,950,0.019480519,0.428571433,0.043392505
36160,1264,1704,0.124161072,0.536231875,0.010843374
36528,1114,2467,0.019292604,0.285714298,0.009695291
36672,1504,159,0.148514852,0.625,0.004048583
36784,1212,1375,0.081632651,0.285714298,0.018181818
36800,1220,404,0.049261082,0.344827592,0.006711409
36912,1220,1820,0.054852322,0.196969703,0.042713568
37008,1169,1220,0.014285714,0.103448279,0.018302828
37040,1381,430,0.017467249,0.095238097,0.005291005
37536,1237,399,0.183673471,0.5625,0.007917657
37584,1264,12,0.06666667,0.15384616,0.206500202
37696,1289,1565,0.013333334,0.615384638,0.006688963
37824,1252,87,0.067415729,0.461538464,0.057047777
37825,1252,623,0.033613447,0.15384616,0.025621118
37856,1152,3423,0.02919708,0.093023255,0.039840639
38112,1397,2112,0.112299465,0.23595506,0.0
38144,1264,2764,0.117460318,0.430232555,0.004887984
38145,1264,3045,0.036630038,0.588235319,0.002964845
38159,1264,3039,0.029090909,0.470588237,0.001708671
38208,1161,99,0.018867925,0.090909094,0.050682262
38209,1161,174,0.0,0.0,0.067405358
38416,1264,3537,0.01980198,0.139534891,0.005904682
38417,1264,3866,0.055555556,0.421052635,0.011720385
38496,1064,844,0.291970789,0.615384638,0.0
38497,1064,986,0.434210539,0.75,0.007425743
38880,1411,1264,0.05574913,0.432432443,0.007130872
39024,1381,941,0.005050505,0.125,0.0
39056,1196,2408,0.007604563,0.285714298,0.007092198
39072,1397,1762,0.026190476,0.148648649,0.0
39312,1212,431,0.045226131,0.173076928,0.004350191
39328,986,62,0.333333343,0.5,0.011029412
39342,986,1064,0.434210539,0.75,0.007425743
40352,1518,431,0.072164945,0.134615391,0.00450197
40400,1254,12,0.082500003,0.181318685,0.005202914
40496,1375,1212,0.081632651,0.285714298,0.018181818
40656,1531,210,0.027027028,0.300000012,0.002724796
40768,1220,1102,0.00913242,0.054054055,0.013911621
40769,1220,1169,0.014285714,0.103448279,0.018302828
40912,1565,864,0.050903119,0.688888907,0.010797342
41696,1319,1461,0.0,0.0,0.092240117
42416,1381,1264,0.106537528,0.230366498,0.004558641
42448,1440,2377,0.057142857,0.222222224,0.009574468
42480,1565,1289,0.013333334,0.615384638,0.006688963
42800,1259,3233,0.162790701,0.368421048,0.0
42880,1264,811,0.056420233,0.109022558,0.01577287
42881,1264,896,0.118518516,0.256684482,0.013420089
42893,1264,940,0.080495358,0.195488721,0.029840849
43024,1383,109,0.055944055,0.125984251,0.002409639
43356,1430,68,0.023809524,0.5,0.006589786
43392,1220,2820,0.02892562,0.107692309,0.002835539
43408,1143,4468,0.212560385,0.396396399,0.011811024
43568,1352,2554,0.030612245,0.065217391,0.0104
43856,1656,872,0.089385472,0.246153846,0.060913704
43920,1264,1381,0.106537528,0.230366498,0.004558641
43921,1264,1411,0.05574913,0.432432443,0.007130872
43922,1264,1284,0.092783503,0.519230783,0.017642643
44144,1648,3921,0.082568809,0.321428567,0.014184397
44160,1571,12,0.090476193,0.404255331,0.002864583
44208,1766,46,0.100000001,0.200000003,0.003558719
44384,1565,12,0.134306565,0.505494535,0.001812532
44385,1565,69,0.043343652,0.354430377,0.0
44464,1222,2230,0.025641026,0.050000001,0.001865672
44560,1264,2694,0.135514021,0.263636351,0.008233842
44561,1264,2700,0.062937066,0.473684222,0.001716002
44736,1527,431,0.040816326,0.079999998,0.01140873
44737,1527,596,0.021604938,0.280000001,0.010810811
44738,1527,940,0.01048218,0.100000001,0.03391473
44992,1220,3520,0.005181347,0.100000001,0.005405406
44993,1220,3640,0.010810811,0.666666687,0.004524887
45200,1304,172,0.0,0.0,0.007702183
45216,1676,182,0.036217302,0.147540987,0.012096774
45456,1422,194,0.078947365,0.148148149,0.001386963
45696,1495,2847,0.020905923,0.200000003,0.005347594
45888,1663,322,0.03125,0.100000001,0.0
45968,1264,1819,0.083263248,0.372180462,0.005016722
45969,1264,1878,0.046647232,0.172043011,0.005457599
45984,1553,1012,0.026086956,0.130434781,0.005847953
46240,1497,67,0.322580636,0.555555582,0.016666668
46256,1688,4455,0.093333334,0.170731708,0.032258064
46320,1284,1264,0.092783503,0.519230783,0.017642643
46321,1284,1728,0.024561403,0.134615391,0.047058824
46384,1461,794,0.045454547,0.111111112,0.01118068
46385,1461,1319,0.0,0.0,0.092240117
46416,1264,2464,0.006944444,0.083333336,0.004598662
46448,1440,938,0.021052632,0.15384616,0.003076923
46528,1565,108,0.014827018,0.428571433,0.003763257
46912,1318,2230,0.032608695,0.150000006,0.004304161
46976,1381,108,0.00952381,0.095238097,0.002714625
46977,1381,362,0.021834061,0.116279073,0.0
47056,1264,2084,0.007380074,0.285714298,0.002986348
47057,1264,2177,0.051369864,0.365853667,0.005360825
47058,1264,2179,0.014184397,0.200000003,0.00128866
47104,1817,71,0.083333336,0.571428597,0.021702837
47136,1684,538,0.149253726,0.384615391,0.032467533
47200,1540,12,0.111940302,0.258620679,0.002583312
47201,1540,220,0.078125,0.454545468,0.004707464
47360,1425,3250,0.111111112,0.25,0.048387095
47536,1252,1802,0.021739131,0.15384616,0.000816993
47664,1774,3076,0.025641026,0.055555556,0.0
47680,1562,109,0.057971016,0.272727281,0.019844083
47888,1688,971,0.041666668,0.222222224,0.036697246
48160,1695,12,0.168103442,0.438202262,0.003872967
48192,1565,3252,0.02618658,0.5,0.01
48224,1693,94,0.0,0.0,0.001461988
48304,1527,3811,0.074829929,0.219999999,0.009036144
48305,1527,4250,0.023809524,0.055555556,0.012285012
48336,1395,398,0.057142857,0.125,0.002978407
48416,1820,1220,0.054852322,0.196969703,0.042713568
48480,1462,4495,0.014354067,0.044776119,0.003003003
49152,1762,1397,0.026190476,0.148648649,0.0
49280,1704,387,0.031496063,0.064516127,0.010169491
49584,1744,269,0.013888889,0.035714287,0.009049774
49585,1744,368,0.018518519,0.100000001,0.013345196
49776,1676,569,0.079999998,0.208955228,0.031399317
49936,1565,2899,0.011532125,0.368421048,0.002666667
50736,1815,109,0.053658538,0.268292695,0.003142184
51232,1397,194,0.020979021,0.111111112,0.0
51504,1785,4196,0.214285716,0.413793117,0.0
52032,1715,940,0.126284882,0.25671643,0.003378378
52656,1785,166,0.365079373,0.589743614,0.008547009
52768,1819,3826,0.00192123,0.095238097,0.005830904
52848,1737,222,0.044198897,0.170212761,0.031613976
53007,1771,724,0.008264462,0.5,0.0
53356,1819,1264,0.083263248,0.372180462,0.005016722
53424,1791,1920,0.024,0.06122449,0.006085193
53552,1535,12,0.129870132,0.379746825,0.00311284
53553,1535,87,0.065789476,0.189873412,0.005434783
54144,1704,1264,0.124161072,0.536231875,0.010843374
54160,1791,3911,0.017094018,0.050000001,0.00310559
55200,2099,1212,0.065420561,0.194444448,0.00591716
55248,1264,347,0.026022306,0.699999988,0.00539643
55249,1264,393,0.144444451,0.356164396,0.010105093
55312,1851,1254,0.067278288,0.224489793,0.0
55504,1802,1252,0.021739131,0.15384616,0.000816993
55632,1728,1284,0.024561403,0.134615391,0.047058824
56128,1878,1264,0.046647232,0.172043011,0.005457599
56624,1865,293,0.015151516,0.057142857,0.029250458
56720,2002,2764,0.010869565,0.142857149,0.008
56992,1964,4618,0.057692308,0.13636364,0.012711864
57136,2099,87,0.1291866,0.375,0.012158055
57568,1988,793,0.02538071,0.06329114,0.013089005
57600,1785,2820,0.316455692,0.641025662,0.0
57744,2112,3577,0.025078369,0.13333334,0.011111111
57792,2179,1264,0.014184397,0.200000003,0.00128866
57904,1941,4643,0.032967035,0.162162155,0.0
57998,1812,35,0.0,0.0,0.003097893
58176,2062,2901,0.014150944,0.230769232,0.0
58304,2084,1264,0.007380074,0.285714298,0.002986348
58399,2032,2554,0.035211269,0.090909094,0.001881468
58752,2015,837,0.022556391,0.046153847,0.024838014
58800,1995,574,0.026666667,0.444444448,0.004207574
58912,2118,395,0.0,0.0,0.003391267
59152,2173,138,0.014285714,0.052631579,0.033333335
59568,2156,724,0.042735044,0.15625,0.0
59616,2112,961,0.014492754,0.307692319,0.003610108
59696,2057,495,0.212121218,0.466666669,0.002881844
60270,1715,3621,0.080188677,0.276422769,0.0
60272,2112,1397,0.112299465,0.23595506,0.0
60304,2039,2857,0.015625,0.050000001,0.005940594
60317,2039,3776,0.033333335,0.117647059,0.00295858
60384,2148,4331,0.045081966,0.523809552,0.004694836
60464,1945,3615,0.056122448,0.523809552,0.003058104
60640,1849,25,0.017241379,0.050000001,0.003598741
60848,1970,3034,0.0989011,0.243243247,0.006060606
61072,2102,2499,0.106382981,0.217391297,0.0
61760,2214,724,0.015544041,0.1875,0.003824092
61808,2203,670,0.095238097,0.533333361,0.0
61856,1920,1791,0.024,0.06122449,0.006085193
61872,2130,404,0.019607844,0.043478262,0.007109005
61904,2112,2845,0.003663004,0.142857149,0.038793102
62080,2090,291,0.039840639,0.416666657,0.027027028
62272,2046,12,0.095975235,0.180232555,0.009362808
63440,2223,2830,0.087866105,0.172131151,0.0
63472,2230,1222,0.025641026,0.050000001,0.001865672
63473,2230,1318,0.032608695,0.150000006,0.004304161
63616,2118,3806,0.03125,0.06666667,0.00795756
63680,2257,623,0.054054055,0.300000012,0.004597701
63728,2278,2635,0.006079027,0.105263159,0.0
63824,2004,4468,0.07333333,0.523809552,0.005597015
64496,2207,4644,0.03305785,0.105263159,0.0
64688,2268,659,0.19178082,0.411764711,0.017013233
65744,2224,1225,0.05882353,0.166666672,0.0
65808,2218,12,0.093896717,0.392156869,0.005111168
65809,2218,251,0.147540987,0.473684222,0.005060444
66304,2480,96,0.063492067,0.555555582,0.005643341
66400,2300,1220,0.018779343,0.121212125,0.007373272
68016,2310,3509,0.052631579,0.125,0.001533742
68208,2377,1440,0.057142857,0.222222224,0.009574468
68416,2283,84,0.038709678,0.363636374,0.039757993
68417,2283,87,0.088942304,0.22560975,0.042583596
68480,2409,364,0.0,0.0,0.018348623
68512,2377,596,0.009090909,0.111111112,0.009433962
68592,1941,100,0.023809524,0.190476194,0.027142856
68672,2268,251,0.142857149,0.473684222,0.009345794
68960,2359,14,0.011627907,0.052631579,0.05232558
68961,2359,430,0.03773585,0.095238097,0.030129125
69120,2591,674,0.087719299,0.526315808,0.01843318
69200,2484,620,0.0,0.0,0.011664423
69280,2285,12,0.053398058,0.314285725,0.013027619
69744,2468,12,0.145833328,0.283783793,0.001578947
69936,2464,1264,0.006944444,0.083333336,0.004598662
70016,2491,4361,0.133757964,0.381818175,0.008053691
70208,2281,2283,0.0,0.0,0.030612245
70209,2281,108,0.03125,0.083333336,0.008925506
70240,2018,49,0.035175879,0.466666669,0.000912409
70241,2018,112,0.039999999,0.470588237,0.001422475
70352,2022,864,0.034482758,0.13333334,0.001706485
71216,2677,4331,0.084142394,0.257425755,0.015151516
71264,2359,661,0.034482758,0.13636364,0.024680851
71344,2164,4179,0.672131121,0.854166687,0.008130081
71424,2499,2102,0.106382981,0.217391297,0.0
