,degree,cc
12,11,0.09090909090909091
4122,8,0.03571428571428571
3467,11,0.05454545454545454
35488,13,0.08974358974358974
8526,15,0.0761904761904762
15289,8,0.21428571428571427
7431,10,0.022222222222222223
10057,27,0.07122507122507123
8416,15,0.0761904761904762
43436,15,0.06666666666666667
3792,11,0.14545454545454545
29132,21,0.18095238095238095
13,2,1.0
8204,11,0.07272727272727272
17712,17,0.10294117647058823
14,17,0.11029411764705882
5218,8,0.25
34474,2,0.0
24336,4,0.5
31224,1,0.0
27211,6,0.26666666666666666
20162,2,0.0
8075,1,0.0
8015,11,0.3090909090909091
11458,4,0.6666666666666666
32210,7,0.0
111,8,0.25
22462,18,0.032679738562091505
8830,5,0.5
2739,7,0.23809523809523808
31705,10,0.2
6308,1,0.0
47003,2,0.0
23023,5,0.0
19532,12,0.030303030303030304
14055,4,0.0
20312,11,0.0
30120,9,0.08333333333333333
33623,2,0.0
16,9,0.1111111111111111
30206,4,0.16666666666666666
9445,5,0.2
10639,7,0.047619047619047616
38611,13,0.15384615384615385
2688,3,0.0
43782,5,0.1
8363,10,0.15555555555555556
8426,10,0.24444444444444444
43801,9,0.05555555555555555
17,26,0.043076923076923075
17420,18,0.058823529411764705
23883,18,0.0457516339869281
43305,18,0.21568627450980393
21673,44,0.014799154334038054
24890,23,0.09486166007905138
15382,13,0.07692307692307693
37452,14,0.02197802197802198
27153,9,0.027777777777777776
36769,19,0.023391812865497075
2180,14,0.08791208791208792
5386,15,0.12380952380952381
15975,29,0.04926108374384237
7325,7,0.09523809523809523
3715,3,0.0
10530,18,0.1111111111111111
7865,9,0.05555555555555555
21647,18,0.0915032679738562
19057,11,0.05454545454545454
33262,11,0.01818181818181818
43974,14,0.13186813186813187
24224,29,0.15763546798029557
18823,18,0.0784313725490196
25268,5,0.1
30913,1,0.0
27686,12,0.0
46446,7,0.09523809523809523
18,4,0.3333333333333333
36927,8,0.17857142857142858
32311,20,0.08421052631578947
39870,10,0.26666666666666666
15219,24,0.050724637681159424
19,7,0.09523809523809523
21147,17,0.03676470588235294
17386,7,0.09523809523809523
7352,18,0.0392156862745098
42265,17,0.11029411764705882
2523,1,0.0
13058,4,0.16666666666666666
38287,8,0.10714285714285714
22,23,0.043478260869565216
46286,35,0.011764705882352941
2254,27,0.06267806267806268
26185,24,0.03985507246376811
24844,28,0.05291005291005291
23880,20,0.11052631578947368
5521,27,0.019943019943019943
14539,53,0.06458635703918723
2618,8,0.03571428571428571
16492,5,0.1
26920,13,0.16666666666666666
20152,20,0.08947368421052632
10721,25,0.07666666666666666
26899,17,0.11764705882352941
44726,13,0.15384615384615385
118,29,0.059113300492610835
23767,15,0.10476190476190476
47108,1,0.0
2288,22,0.04329004329004329
40057,17,0.03676470588235294
27693,4,0.16666666666666666
34214,9,0.05555555555555555
17804,17,0.09558823529411764
26328,20,0.11052631578947368
23,3,0.6666666666666666
34683,11,0.18181818181818182
19485,4,0.3333333333333333
37361,15,0.2
24,21,0.0
25796,16,0.075
11186,42,0.012775842044134728
16509,14,0.054945054945054944
34882,9,0.027777777777777776
13850,14,0.01098901098901099
46827,26,0.052307692307692305
7447,13,0.02564102564102564
37642,28,0.042328042328042326
655,18,0.05228758169934641
17594,24,0.04710144927536232
78,17,0.0
25631,12,0.09090909090909091
37508,24,0.018115942028985508
19081,79,0.009737098344693282
24750,18,0.006535947712418301
26470,15,0.0
31071,9,0.027777777777777776
19975,20,0.0
17622,6,0.0
20136,13,0.01282051282051282
36336,16,0.0
34401,2,0.0
1564,11,0.0
38525,6,0.06666666666666667
25,36,0.02857142857142857
15170,7,0.0
38806,6,0.4
13380,38,0.00995732574679943
1060,12,0.16666666666666666
39877,16,0.03333333333333333
3914,15,0.09523809523809523
22790,10,0.13333333333333333
25145,16,0.0
8041,11,0.07272727272727272
17328,15,0.009523809523809525
8543,12,0.045454545454545456
26533,29,0.0049261083743842365
19539,16,0.10833333333333334
1226,6,0.2
18202,18,0.13071895424836602
42713,11,0.09090909090909091
45631,13,0.0
29536,18,0.032679738562091505
10626,13,0.0
2163,13,0.11538461538461539
1651,12,0.045454545454545456
12007,19,0.011695906432748537
13006,41,0.06463414634146342
23592,17,0.014705882352941176
5241,14,0.0
26832,17,0.0661764705882353
16163,19,0.03508771929824561
39107,7,0.23809523809523808
11837,19,0.04093567251461988
11829,12,0.045454545454545456
29245,16,0.0
30582,18,0.12418300653594772
42622,19,0.04093567251461988
4251,16,0.09166666666666666
23199,6,0.06666666666666667
26,12,0.09090909090909091
21841,14,0.0
24841,6,0.06666666666666667
32885,10,0.06666666666666667
11728,5,0.6
34780,28,0.10846560846560846
36106,19,0.03508771929824561
42102,8,0.10714285714285714
39505,2,0.0
9623,2,0.0
16781,4,0.0
661,6,0.3333333333333333
16304,9,0.19444444444444445
30879,16,0.24166666666666667
15800,10,0.0
27851,20,0.18947368421052632
29910,24,0.09420289855072464
41516,12,0.3181818181818182
44622,9,0.08333333333333333
8645,15,0.17142857142857143
32603,12,0.12121212121212122
40458,19,0.19883040935672514
41052,9,0.16666666666666666
1811,21,0.0380952380952381
26175,5,0.3
29524,5,0.1
15140,11,0.34545454545454546
43174,10,0.4
37654,12,0.30303030303030304
45013,7,0.38095238095238093
28,6,0.06666666666666667
1375,6,0.0
41885,8,0.17857142857142858
21786,10,0.08888888888888889
32586,11,0.14545454545454545
7798,9,0.3055555555555556
719,11,0.05454545454545454
29,5,0.1
13220,13,0.08974358974358974
5319,10,0.1111111111111111
4904,9,0.1388888888888889
9910,15,0.06666666666666667
22010,8,0.0
31,2,0.0
35610,7,0.047619047619047616
16783,2,0.0
32,1,0.0
2279,10,0.022222222222222223
33,6,0.3333333333333333
31603,5,0.5
28868,12,0.13636363636363635
23543,10,0.13333333333333333
8756,8,0.21428571428571427
24153,9,0.2777777777777778
40590,7,0.2857142857142857
34,7,0.047619047619047616
4892,7,0.09523809523809523
29028,7,0.0
12953,8,0.10714285714285714
11242,33,0.007575757575757576
46326,8,0.07142857142857142
2860,13,0.02564102564102564
44270,38,0.10668563300142248
35,10,0.15555555555555556
34846,5,0.2
32846,11,0.21818181818181817
31477,8,0.21428571428571427
14821,13,0.02564102564102564
17701,4,0.5
36507,5,0.1
34901,11,0.07272727272727272
12299,5,0.1
40868,10,0.3111111111111111
331,7,0.19047619047619047
36,11,0.03636363636363636
6226,9,0.08333333333333333
29511,2,0.0
36733,19,0.06432748538011696
5614,23,0.06324110671936758
5083,12,0.25757575757575757
26709,5,0.0
20688,2,0.0
35455,13,0.02564102564102564
24602,11,0.07272727272727272
37181,3,0.0
44936,4,0.0
37,6,0.3333333333333333
37348,13,0.2692307692307692
23785,15,0.24761904761904763
44150,8,0.17857142857142858
6699,1,0.0
11658,15,0.24761904761904763
3669,14,0.07692307692307693
201,8,0.03571428571428571
5382,12,0.045454545454545456
2044,13,0.2564102564102564
14123,5,0.1
6060,5,0.2
38661,5,0.1
33914,16,0.03333333333333333
36863,4,0.0
24187,5,0.1
39,15,0.10476190476190476
24166,11,0.18181818181818182
14348,5,0.2
20651,7,0.0
11501,23,0.08695652173913043
37331,12,0.15151515151515152
3549,16,0.008333333333333333
3067,15,0.12380952380952381
6017,8,0.03571428571428571
41953,19,0.07017543859649122
27178,16,0.14166666666666666
10514,7,0.0
13039,12,0.015151515151515152
38462,14,0.1978021978021978
43210,8,0.32142857142857145
46900,15,0.009523809523809525
41,17,0.03676470588235294
37108,21,0.02857142857142857
7151,4,0.16666666666666666
11685,18,0.1111111111111111
36084,8,0.03571428571428571
7885,5,0.1
25295,2,0.0
5654,12,0.22727272727272727
24747,12,0.015151515151515152
9228,24,0.010869565217391304
38729,3,0.0
32015,3,0.0
39264,11,0.16363636363636364
13214,5,0.2
35231,9,0.05555555555555555
1504,27,0.05698005698005698
1751,14,0.054945054945054944
41779,35,0.06554621848739496
42,9,0.19444444444444445
29115,8,0.2857142857142857
11597,5,0.1
301,2,0.0
2686,9,0.027777777777777776
9570,20,0.09473684210526316
20989,21,0.11904761904761904
20248,14,0.07692307692307693
2853,9,0.1111111111111111
5345,13,0.05128205128205128
43,11,0.2545454545454545
31834,16,0.05
22595,13,0.16666666666666666
7874,7,0.42857142857142855
11438,10,0.4444444444444444
39695,7,0.23809523809523808
22508,14,0.25274725274725274
40003,32,0.04838709677419355
26191,23,0.13043478260869565
24622,10,0.5555555555555556
1899,30,0.08275862068965517
15120,44,0.07505285412262157
44,16,0.016666666666666666
37084,12,0.13636363636363635
16253,15,0.05714285714285714
8928,3,0.0
45304,15,0.01904761904761905
20520,9,0.3333333333333333
18455,3,0.0
34866,21,0.05714285714285714
7028,3,0.0
2071,23,0.13438735177865613
25852,6,0.0
13302,11,0.03636363636363636
31186,27,0.1225071225071225
23292,12,0.030303030303030304
24700,11,0.12727272727272726
45,15,0.009523809523809525
22809,11,0.01818181818181818
39053,26,0.024615384615384615
24067,16,0.05
7466,3,0.3333333333333333
25429,18,0.0718954248366013
13258,10,0.0
36755,6,0.13333333333333333
5247,52,0.021116138763197588
41583,49,0.003401360544217687
2493,7,0.09523809523809523
2747,1,0.0
18935,15,0.009523809523809525
1538,21,0.047619047619047616
47217,29,0.0049261083743842365
13165,8,0.0
46,3,0.0
5600,12,0.015151515151515152
5517,6,0.06666666666666667
35849,8,0.2857142857142857
47,14,0.03296703296703297
6976,12,0.07575757575757576
30636,19,0.04093567251461988
19492,24,0.10869565217391304
18401,25,0.006666666666666667
45505,12,0.19696969696969696
43537,10,0.022222222222222223
18700,23,0.11857707509881422
41241,2,0.0
27852,15,0.009523809523809525
5020,17,0.18382352941176472
31701,18,0.1111111111111111
21888,19,0.16374269005847952
38803,14,0.06593406593406594
19100,13,0.02564102564102564
48,5,0.1
14343,22,0.0735930735930736
4609,17,0.022058823529411766
16594,13,0.19230769230769232
13914,15,0.05714285714285714
1948,40,0.028205128205128206
49,4,0.0
11476,1,0.0
43189,2,0.0
44701,4,0.0
36688,2,0.0
50,8,0.03571428571428571
12434,14,0.03296703296703297
46428,13,0.038461538461538464
22970,18,0.0915032679738562
27269,26,0.04
29209,10,0.2
12270,11,0.10909090909090909
10751,18,0.06535947712418301
41357,16,0.041666666666666664
52,16,0.15
45086,5,0.3
41461,7,0.14285714285714285
17312,17,0.029411764705882353
33173,5,0.6
43103,12,0.030303030303030304
19523,25,0.1
46138,1,0.0
13784,6,0.3333333333333333
11564,8,0.35714285714285715
29723,6,0.3333333333333333
5390,2,1.0
16879,12,0.21212121212121213
13924,16,0.14166666666666666
35660,10,0.2
3879,3,0.0
35554,18,0.06535947712418301
53,11,0.18181818181818182
25737,13,0.16666666666666666
8914,16,0.11666666666666667
7883,23,0.10276679841897234
31850,9,0.1111111111111111
35280,42,0.06039488966318235
15488,14,0.10989010989010989
37377,9,0.2222222222222222
17196,9,0.08333333333333333
27740,17,0.11764705882352941
2691,15,0.047619047619047616
24231,3,0.3333333333333333
54,6,0.13333333333333333
44737,12,0.16666666666666666
4411,63,0.041474654377880185
11814,24,0.09420289855072464
13366,7,0.2857142857142857
37667,36,0.05238095238095238
19620,15,0.1523809523809524
55,9,0.0
44323,12,0.015151515151515152
40773,6,0.2
39917,4,0.0
11549,13,0.02564102564102564
28220,8,0.14285714285714285
44653,30,0.0367816091954023
36211,3,0.0
28809,23,0.007905138339920948
26790,2,0.0
56,5,0.1
11379,4,0.0
12825,5,0.0
42312,17,0.08823529411764706
33772,35,0.2907563025210084
45768,12,0.12121212121212122
57,10,0.044444444444444446
861,14,0.31868131868131866
26394,12,0.045454545454545456
23176,14,0.14285714285714285
30346,6,0.4666666666666667
31627,13,0.23076923076923078
41630,40,0.11282051282051282
26505,9,0.1388888888888889
35179,11,0.18181818181818182
42582,6,0.0
40841,6,0.13333333333333333
58,15,0.05714285714285714
36779,11,0.23636363636363636
1281,27,0.039886039886039885
413,6,0.2
38492,11,0.01818181818181818
9260,12,0.09090909090909091
20305,25,0.02
25876,4,0.3333333333333333
42780,10,0.15555555555555556
5235,5,0.0
45747,10,0.13333333333333333
43536,8,0.10714285714285714
1381,34,0.03208556149732621
33345,4,0.16666666666666666
17151,4,0.3333333333333333
15713,17,0.029411764705882353
36604,16,0.09166666666666666
4537,27,0.017094017094017096
26039,16,0.5166666666666667
60,15,0.11428571428571428
7627,8,0.5
11872,9,0.4444444444444444
31355,15,0.2
17992,4,0.3333333333333333
7154,20,0.21052631578947367
44410,12,0.2727272727272727
4888,33,0.04924242424242424
9195,13,0.0641025641025641
10291,55,0.018855218855218854
11826,9,0.19444444444444445
5904,5,0.5
424,14,0.10989010989010989
11908,17,0.0661764705882353
28805,12,0.12121212121212122
39784,7,0.0
61,2,0.0
32836,11,0.18181818181818182
32704,3,0.0
62,16,0.041666666666666664
12209,15,0.01904761904761905
36543,12,0.07575757575757576
1189,10,0.06666666666666667
25107,6,0.13333333333333333
4457,3,0.3333333333333333
4991,10,0.08888888888888889
19534,13,0.16666666666666666
13993,13,0.08974358974358974
26284,2,0.0
17518,15,0.009523809523809525
29137,11,0.05454545454545454
3988,12,0.06060606060606061
13441,12,0.18181818181818182
21556,24,0.10144927536231885
42048,23,0.07114624505928854
17019,34,0.0570409982174688
63,7,0.09523809523809523
31035,15,0.13333333333333333
43411,4,0.16666666666666666
39887,14,0.21978021978021978
37865,12,0.07575757575757576
44502,8,0.0
43987,14,0.06593406593406594
64,3,0.0
2070,2,0.0
24548,8,0.0
43083,17,0.014705882352941176
65,19,0.12280701754385964
24962,1,0.0
2793,6,0.0
42545,15,0.19047619047619047
39467,7,0.19047619047619047
1917,6,0.3333333333333333
18512,1,0.0
579,8,0.10714285714285714
4875,4,0.16666666666666666
17971,27,0.19943019943019943
9295,12,0.15151515151515152
7660,17,0.007352941176470588
19502,14,0.16483516483516483
18294,17,0.11029411764705882
26582,11,0.07272727272727272
6851,16,0.11666666666666667
29742,7,0.047619047619047616
46678,12,0.15151515151515152
33311,18,0.0915032679738562
35294,20,0.12631578947368421
66,14,0.02197802197802198
37993,21,0.07142857142857142
34824,15,0.009523809523809525
38845,19,0.1111111111111111
23528,10,0.15555555555555556
23810,10,0.044444444444444446
2514,26,0.006153846153846154
21453,11,0.03636363636363636
40367,18,0.08496732026143791
45816,15,0.0
45112,8,0.10714285714285714
15767,11,0.01818181818181818
22842,46,0.017391304347826087
42505,18,0.006535947712418301
19411,5,0.0
67,9,0.08333333333333333
2684,41,0.045121951219512194
19826,15,0.009523809523809525
39421,17,0.007352941176470588
45862,11,0.07272727272727272
47467,19,0.04093567251461988
34150,24,0.04710144927536232
36164,53,0.055152394775036286
3973,34,0.0766488413547237
68,24,0.028985507246376812
6839,21,0.023809523809523808
41720,23,0.03162055335968379
24094,2,0.0
46274,11,0.12727272727272726
8979,4,0.0
33114,6,0.26666666666666666
31904,13,0.0641025641025641
16493,6,0.3333333333333333
18278,20,0.08947368421052632
16015,2,0.0
24508,30,0.10344827586206896
23953,35,0.05714285714285714
38627,2,0.0
8424,3,0.0
17396,11,0.18181818181818182
47046,19,0.017543859649122806
7684,6,0.26666666666666666
5656,10,0.022222222222222223
34112,16,0.15
8439,14,0.08791208791208792
8516,17,0.058823529411764705
34442,2,0.0
21137,11,0.03636363636363636
5551,18,0.0392156862745098
69,14,0.02197802197802198
35953,15,0.009523809523809525
16601,55,0.0013468013468013469
12145,24,0.05434782608695652
24743,8,0.03571428571428571
16735,23,0.09486166007905138
8096,2,0.0
13738,26,0.08615384615384615
42537,8,0.32142857142857145
24891,19,0.14619883040935672
31722,5,0.2
33285,6,0.13333333333333333
25068,17,0.125
4078,9,0.05555555555555555
22988,8,0.17857142857142858
70,8,0.07142857142857142
36534,4,0.16666666666666666
8067,34,0.0053475935828877
17192,6,0.0
9791,35,0.08571428571428572
4506,5,0.1
20119,18,0.20915032679738563
166,17,0.04411764705882353
32987,4,0.0
71,10,0.022222222222222223
11893,8,0.03571428571428571
10870,20,0.0
28727,7,0.0
20317,18,0.026143790849673203
1409,4,0.16666666666666666
39876,11,0.10909090909090909
3354,5,0.2
37404,2,0.0
24301,3,0.0
36555,6,0.0
72,18,0.026143790849673203
13022,10,0.0
35974,7,0.09523809523809523
3418,9,0.027777777777777776
14671,4,0.5
7659,8,0.07142857142857142
23831,11,0.09090909090909091
19868,13,0.01282051282051282
44461,9,0.027777777777777776
47015,2,0.0
24259,4,0.16666666666666666
18556,11,0.14545454545454545
29782,5,0.0
31390,8,0.10714285714285714
19815,16,0.058333333333333334
27186,19,0.04678362573099415
37704,9,0.0
35706,8,0.03571428571428571
17932,2,0.0
73,6,0.4666666666666667
27768,20,0.11052631578947368
10466,10,0.08888888888888889
19306,37,0.01951951951951952
7882,11,0.2545454545454545
46236,8,0.32142857142857145
42480,7,0.23809523809523808
74,5,0.1
9232,2,1.0
9223,2,0.0
27782,12,0.030303030303030304
24911,2,1.0
22648,10,0.06666666666666667
76,3,0.0
42422,5,0.0
17200,7,0.0
46780,10,0.35555555555555557
28811,26,0.19692307692307692
12374,5,0.1
1929,16,0.30833333333333335
351,8,0.07142857142857142
9187,18,0.3006535947712418
10995,26,0.2
13242,8,0.17857142857142858
12120,26,0.1753846153846154
14038,31,0.16774193548387098
38431,11,0.21818181818181817
77,5,0.0
7572,2,0.0
2081,4,0.0
47199,11,0.09090909090909091
39558,2,0.0
11553,19,0.16374269005847952
42678,23,0.003952569169960474
32438,15,0.02857142857142857
41163,22,0.025974025974025976
27965,13,0.038461538461538464
33156,11,0.0
45715,39,0.0553306342780027
1476,18,0.013071895424836602
44483,5,0.0
16444,9,0.0
25287,34,0.030303030303030304
792,17,0.0
40540,33,0.007575757575757576
19954,32,0.020161290322580645
37631,7,0.09523809523809523
79,9,0.0
33636,15,0.0761904761904762
36220,7,0.047619047619047616
41751,3,0.0
45192,10,0.13333333333333333
24230,26,0.018461538461538463
14729,19,0.06432748538011696
23798,3,0.0
33546,59,0.004675628287551139
80,18,0.0196078431372549
21050,3,0.0
12616,2,0.0
31013,11,0.03636363636363636
45777,4,0.0
21214,9,0.027777777777777776
19591,4,0.16666666666666666
34177,8,0.07142857142857142
11081,2,0.0
26410,14,0.03296703296703297
28289,18,0.0915032679738562
39915,10,0.15555555555555556
8050,6,0.06666666666666667
38854,9,0.05555555555555555
43303,5,0.3
22343,18,0.05228758169934641
21868,10,0.044444444444444446
18767,19,0.11695906432748537
10580,5,0.0
81,4,0.0
20575,3,0.0
26377,8,0.0
38576,12,0.015151515151515152
36231,20,0.031578947368421054
82,7,0.19047619047619047
16665,6,0.0
17551,6,0.06666666666666667
8712,8,0.32142857142857145
35818,9,0.2222222222222222
359,6,0.06666666666666667
23675,13,0.01282051282051282
42752,13,0.10256410256410256
83,3,0.0
2649,48,0.02925531914893617
28719,8,0.10714285714285714
7149,4,0.0
84,21,0.10952380952380952
23237,22,0.09090909090909091
20185,12,0.19696969696969696
24742,8,0.07142857142857142
43761,4,0.5
25024,34,0.026737967914438502
20702,5,0.5
35266,10,0.2222222222222222
182,21,0.08571428571428572
27761,6,0.0
30515,13,0.3333333333333333
25397,29,0.19950738916256158
43624,17,0.125
40029,15,0.11428571428571428
31950,33,0.16287878787878787
18728,2,0.0
26374,21,0.2
36711,13,0.2564102564102564
41959,6,0.5333333333333333
4137,19,0.15789473684210525
28235,17,0.014705882352941176
36670,5,0.3
85,63,0.0015360983102918587
454,26,0.009230769230769232
10239,11,0.05454545454545454
29882,9,0.027777777777777776
32395,16,0.06666666666666667
22075,14,0.17582417582417584
26616,18,0.058823529411764705
43754,16,0.016666666666666666
20209,5,0.1
45615,9,0.027777777777777776
30853,12,0.015151515151515152
44317,8,0.0
37130,6,0.0
29361,8,0.0
25506,12,0.015151515151515152
16954,11,0.14545454545454545
6811,23,0.039525691699604744
9016,18,0.0718954248366013
1870,20,0.015789473684210527
28562,18,0.0196078431372549
13171,17,0.03676470588235294
30193,45,0.013131313131313131
45069,14,0.02197802197802198
35845,12,0.10606060606060606
4975,15,0.0
8197,10,0.06666666666666667
15016,23,0.07905138339920949
15728,8,0.0
42318,19,0.09941520467836257
44277,31,0.1053763440860215
662,14,0.07692307692307693
8287,21,0.0
32473,38,0.004267425320056899
8309,11,0.01818181818181818
39961,16,0.025
28136,20,0.20526315789473684
12788,13,0.01282051282051282
33504,7,0.047619047619047616
23932,13,0.07692307692307693
34174,14,0.31868131868131866
45255,6,0.0
21131,2,0.0
22302,20,0.005263157894736842
26414,3,0.0
665,23,0.03162055335968379
12009,14,0.01098901098901099
10063,7,0.047619047619047616
18680,11,0.01818181818181818
898,27,0.05413105413105413
9506,14,0.02197802197802198
43472,18,0.0392156862745098
41243,17,0.0661764705882353
12347,24,0.010869565217391304
42181,30,0.022988505747126436
35001,9,0.05555555555555555
818,4,0.0
6261,25,0.07666666666666666
25044,23,0.05928853754940711
15175,8,0.0
29515,20,0.02631578947368421
40688,21,0.03333333333333333
13067,16,0.008333333333333333
18785,11,0.01818181818181818
24130,10,0.06666666666666667
86,1,0.0
32088,3,0.0
87,4,0.0
17382,15,0.10476190476190476
33682,4,0.0
19287,14,0.02197802197802198
36541,8,0.10714285714285714
88,11,0.09090909090909091
4757,10,0.28888888888888886
34243,4,0.16666666666666666
32001,26,0.08615384615384615
32719,16,0.08333333333333333
33905,14,0.03296703296703297
45388,14,0.2857142857142857
1058,19,0.06432748538011696
40763,14,0.10989010989010989
45018,10,0.044444444444444446
89,21,0.11904761904761904
47306,10,0.044444444444444446
35371,10,0.4
40148,33,0.01893939393939394
15181,15,0.13333333333333333
25766,20,0.1631578947368421
45960,17,0.125
17242,28,0.03968253968253968
40388,50,0.06775510204081632
41019,29,0.10837438423645321
1250,24,0.09782608695652174
17549,11,0.09090909090909091
2139,12,0.030303030303030304
1701,39,0.001349527665317139
29236,12,0.0
36496,7,0.09523809523809523
450,8,0.0
36065,15,0.05714285714285714
41090,19,0.04678362573099415
28994,13,0.4230769230769231
43964,16,0.3333333333333333
31190,20,0.11052631578947368
90,12,0.19696969696969696
39522,10,0.13333333333333333
14941,12,0.18181818181818182
37958,8,0.03571428571428571
39188,19,0.1871345029239766
16800,9,0.4166666666666667
13620,28,0.1402116402116402
2660,16,0.23333333333333334
46625,33,0.05303030303030303
27680,25,0.11
91,3,0.0
40853,3,0.0
27258,11,0.0
28589,8,0.03571428571428571
92,2,0.0
3366,5,0.1
36011,7,0.047619047619047616
93,24,0.07246376811594203
12850,23,0.04743083003952569
35390,8,0.10714285714285714
40509,6,0.26666666666666666
13923,16,0.125
8202,14,0.1978021978021978
31120,5,0.3
7140,15,0.12380952380952381
46210,17,0.11029411764705882
47095,33,0.11931818181818182
27433,27,0.07122507122507123
13729,6,0.2
31129,5,0.3
5088,10,0.17777777777777778
44527,25,0.10666666666666667
25209,56,0.03506493506493506
40549,15,0.009523809523809525
586,18,0.19607843137254902
22917,19,0.06432748538011696
42720,11,0.12727272727272726
8487,10,0.24444444444444444
27306,9,0.25
37083,25,0.16666666666666666
94,13,0.1282051282051282
35469,20,0.1
10907,58,0.02601330913490623
4859,7,0.3333333333333333
14319,19,0.10526315789473684
7049,4,0.16666666666666666
16996,12,0.09090909090909091
23730,36,0.08253968253968254
35632,15,0.13333333333333333
43666,23,0.06324110671936758
34221,12,0.13636363636363635
26412,8,0.10714285714285714
7482,35,0.0957983193277311
45057,19,0.03508771929824561
95,14,0.2857142857142857
28536,8,0.42857142857142855
45931,17,0.2426470588235294
30547,10,0.17777777777777778
12950,18,0.13071895424836602
19622,4,0.16666666666666666
3525,59,0.02571595558153127
32122,4,0.16666666666666666
12366,5,0.7
