,source,target
226,2811,1449
227,2811,307
228,2811,707
229,2811,653
230,2811,2033
231,2811,3084
232,2811,920
233,2811,224
234,2811,3097
235,2811,1306
236,2811,1028
237,2811,1147
238,2811,768
239,2811,2362
240,1689,3068
241,1689,433
242,1689,707
243,1689,653
244,1689,1149
245,1689,3164
246,1689,920
247,1689,224
248,1689,3097
249,1689,2151
250,1689,1108
251,1689,3054
252,1689,803
253,1689,436
254,1689,502
255,1689,751
256,6077,2846
257,6077,168
258,6077,1779
259,6077,1463
260,6077,653
261,6077,181
262,6077,2323
263,6077,920
264,6077,1907
265,6077,1612
266,6077,795
267,6077,946
268,6077,139
269,6077,569
270,6077,1525
271,6077,1912
272,3324,1449
273,3324,911
274,3324,29
275,3324,653
276,3324,2243
277,3324,846
278,3324,920
279,3324,1907
280,3324,1612
281,3324,795
282,3324,569
283,3324,3051
284,3324,2645
285,3324,3044
286,3324,946
287,3324,1525
288,3324,751
289,6357,1554
290,6357,2464
291,6357,29
292,6357,861
293,6357,420
294,6357,757
295,6357,920
296,6357,224
297,6357,3097
298,6357,1870
299,6357,139
300,6357,2645
301,6357,3044
302,5905,2598
303,5905,2446
304,5905,1036
305,5905,1899
306,5905,653
307,5905,1283
308,5905,2282
309,5905,920
310,5905,224
311,5905,3097
312,5905,1997
313,5905,635
314,5905,569
315,5905,608
316,5905,318
317,5905,821
318,5905,3044
319,5905,2409
320,5905,763
321,5905,2184
322,5905,2661
323,5571,1521
324,5571,1079
325,5571,955
326,5571,653
327,5571,2081
328,5571,846
329,5571,920
330,5571,224
331,5571,810
332,5571,1102
333,5571,1656
334,5571,139
335,5571,569
336,5571,2168
337,5571,1912
338,5571,2362
339,5571,2153
340,5571,1525
341,5571,1876
342,1968,2347
343,1968,2864
344,1968,466
345,1968,2654
346,1968,846
347,1968,1340
348,1968,2919
349,1968,2814
350,1968,119
351,1968,451
352,1968,2682
353,1968,588
354,1968,257
355,1968,635
356,1968,569
357,1968,1796
358,1968,1213
359,1968,751
360,3636,2347
361,3636,2464
362,3636,3077
363,3636,1047
364,3636,3127
365,3636,861
366,3636,920
367,3636,224
368,3636,3097
369,3636,1306
370,3636,69
371,3636,569
372,3636,929
373,1769,2598
374,1769,509
375,1769,1902
376,1769,861
377,1769,2200
378,1769,3023
379,1769,920
380,1769,224
381,1769,3097
382,1769,1889
383,1769,2549
384,1769,2524
385,1769,83
386,1769,2501
387,1769,2645
388,349,1449
389,349,2770
390,349,1902
391,349,561
392,349,846
393,349,612
394,349,2282
395,349,920
396,349,224
397,349,810
398,349,1102
399,349,2936
400,349,139
401,349,569
402,349,2384
403,349,1912
404,349,1147
405,349,1525
406,1983,194
407,1983,911
408,1983,541
409,1983,861
410,1983,1751
411,1983,1649
412,1983,920
413,1983,224
414,1983,810
415,1983,2109
416,1983,3061
417,1983,1013
418,1983,1362
419,1983,2645
420,1983,2737
421,1983,1656
422,1983,257
423,1983,569
424,1983,2764
425,1983,318
426,1983,1245
427,1983,2424
428,1983,802
429,1983,2184
430,1983,1796
431,1983,276
432,1983,588
433,1983,1968
434,1983,1764
435,1983,635
436,1983,1213
437,1983,1147
438,1983,390
439,3867,308
440,3867,3152
441,3867,496
442,3867,2928
443,3867,473
444,3867,653
445,3867,920
446,3867,224
447,3867,810
448,3867,1365
449,3867,2153
450,3867,569
451,3867,2168
452,3867,2645
453,3867,2424
454,3867,2737
455,3867,1897
456,3867,763
457,1234,454
458,1234,1191
459,1234,516
460,1234,861
461,1234,3045
462,1234,2814
463,1234,2922
464,1234,2293
465,1234,860
466,1234,1764
467,1234,1342
468,1234,139
469,1234,569
470,1234,2638
471,1234,1245
472,1234,768
473,1234,1505
474,137,1550
475,137,421
476,137,1902
477,137,861
478,137,2611
479,137,757
480,137,920
481,137,224
482,137,810
483,137,1259
484,137,569
485,137,440
486,137,2424
487,137,2737
488,137,1147
489,137,2661
490,5310,1726
491,5310,433
492,5310,1473
493,5310,2928
494,5310,2364
495,5310,653
496,5310,920
497,5310,224
498,5310,2867
499,5310,1154
500,5310,588
501,5310,2549
502,5310,1075
503,5310,2524
504,5310,257
505,5310,1895
506,5310,1013
507,5310,1387
508,5310,83
509,5310,2061
510,5310,2764
511,5310,2724
512,5310,1796
513,5310,2501
514,5310,2645
515,5310,2424
516,5310,2737
517,5310,1213
518,4677,1951
519,4677,165
520,4677,1902
521,4677,861
522,4677,2611
523,4677,3023
524,4677,920
525,4677,224
526,4677,810
527,4677,531
528,4677,1525
529,4677,2502
530,4677,635
531,4677,2384
532,4677,802
533,4677,768
534,4677,486
535,4677,751
536,4619,308
537,4619,3152
538,4619,2801
539,4619,2928
540,4619,2694
541,4619,861
542,4619,920
543,4619,224
544,4619,810
545,4619,1102
546,4619,1656
547,4619,1108
548,4619,1764
549,4619,2479
550,4619,1013
551,4619,569
552,4619,3054
553,4619,2764
554,4619,608
555,4619,803
556,4619,1762
557,4619,1245
558,4619,2424
559,4619,436
560,4619,2737
561,4619,502
562,2481,2858
563,2481,2918
564,2481,1902
565,2481,653
566,2481,1304
567,2481,1649
568,2481,920
569,2481,224
570,2481,810
571,2481,2201
572,2481,2728
573,2481,569
574,2481,2384
575,1508,194
576,1508,2918
577,1508,2797
578,1508,2323
579,1508,2070
580,1508,48
581,1508,920
582,1508,224
583,1508,810
584,1508,23
585,1508,1570
586,1508,2168
587,1508,2645
588,1508,859
589,1508,2153
590,2901,1199
591,2901,433
592,2901,2281
593,2901,2425
594,2901,861
595,2901,2845
596,2901,653
597,2901,920
598,2901,224
599,2901,810
600,2901,2719
601,2901,2549
602,2901,2524
603,2901,1013
604,2901,635
605,2901,928
606,2901,569
607,2901,139
608,2901,2764
609,2901,2319
610,2901,83
611,2901,2501
612,2901,2645
613,1068,308
614,1068,3152
615,1068,2310
616,1068,1060
617,1068,861
618,1068,3023
619,1068,920
620,1068,1907
621,1068,1612
622,1068,316
623,1068,2549
624,1068,2524
625,1068,1108
626,1068,83
627,1068,3054
628,1068,803
629,1068,2501
630,1068,436
631,1068,2645
632,1068,502
633,5693,1121
634,5693,294
635,5693,2851
636,5693,861
637,5693,2845
638,5693,48
639,5693,920
640,5693,224
641,5693,2867
642,5693,417
643,5693,139
644,5693,569
645,5693,1912
646,5693,2337
647,5693,1147
648,5693,1525
649,5693,440
650,6291,3048
651,6291,1535
652,6291,1902
653,6291,658
654,6291,861
655,6291,2845
656,6291,48
657,6291,920
658,6291,224
659,6291,3097
660,6291,1889
661,6291,2549
662,6291,2524
663,6291,1075
664,6291,1387
665,6291,83
666,6291,2061
667,6291,2724
668,6291,2501
669,6291,2645
670,6291,2424
671,6291,2737
672,5250,194
673,5250,684
674,5250,955
675,5250,2928
676,5250,1653
677,5250,861
678,5250,920
679,5250,224
680,5250,393
681,5250,228
682,5250,1656
683,5250,326
684,5250,276
685,5250,2645
686,5250,1113
687,5250,2169
688,5250,2265
689,5250,3143
690,5250,2676
691,5250,2285
692,2475,1133
693,2475,1222
694,2475,967
695,2475,861
696,2475,1842
697,2475,3164
698,2475,920
699,2475,224
700,2475,2581
701,2475,1976
702,2475,2549
703,2475,2524
704,2475,2936
705,2475,83
706,2475,569
707,2475,2501
708,2475,2341
709,2475,2661
710,4047,1948
711,4047,3152
712,4047,541
713,4047,846
714,4047,2744
715,4047,653
716,4047,920
717,4047,224
718,4047,810
719,4047,2109
720,4047,326
721,4047,1391
722,4047,928
723,4047,859
724,4047,1570
725,4047,2645
726,4047,2737
727,4047,1548
728,4047,2676
729,4047,1530
730,4047,1028
731,4047,486
732,4047,1876
733,4047,1656
734,4047,2661
735,4047,929
736,4047,569
737,4047,162
738,4047,2362
739,4047,2424
740,4047,3044
741,4047,69
742,4047,1525
743,4047,1607
744,4047,1387
745,4047,83
746,4047,704
747,4047,276
748,4047,440
749,4047,2549
750,4047,2524
751,4047,2502
752,4047,2936
753,4047,635
754,4047,2574
755,4047,2724
756,4047,2638
757,4047,2501
758,4047,2169
759,4047,1147
760,3377,1550
761,3377,421
762,3377,1214
763,3377,861
764,3377,592
765,3377,3164
766,3377,920
767,3377,1907
768,3377,2185
769,3377,384
770,3377,1108
771,3377,1387
772,3377,3054
773,3377,803
774,3377,2645
775,3377,436
776,3377,502
777,3377,751
778,4428,3048
779,4428,476
780,4428,51
781,4428,1451
782,4428,989
783,4428,653
784,4428,2322
785,4428,457
786,4428,1777
787,4428,2814
788,4428,2922
789,4428,2293
790,4428,354
791,4428,139
792,4428,569
793,4428,1525
794,4428,1912
795,4428,3044
796,3167,1726
797,3167,2060
798,3167,29
799,3167,861
800,3167,2611
801,3167,2063
802,3167,920
803,3167,224
804,3167,810
805,3167,1620
806,3167,1548
807,3167,883
808,3167,2233
809,4648,89
810,4648,1943
811,4648,3047
812,4648,653
813,4648,784
814,4648,2928
815,4648,920
816,4648,224
817,4648,3097
818,4648,2009
819,4648,2549
820,4648,2524
821,4648,1108
822,4648,635
823,4648,83
824,4648,3054
825,4648,569
826,4648,1912
827,4648,139
828,4648,803
829,4648,2902
830,4648,2501
831,4648,2645
832,4648,2424
833,4648,436
834,4648,2737
835,4648,502
836,4648,1525
837,4648,751
838,4648,2661
839,6377,1948
840,6377,421
841,6377,1828
842,6377,861
843,6377,152
844,6377,3023
845,6377,920
846,6377,224
847,6377,3097
848,6377,686
849,6377,407
850,6377,205
851,6377,2015
852,6377,3105
853,6377,46
854,6377,3085
855,6377,2790
856,6377,1548
857,6377,2677
858,6377,650
859,6377,569
860,6377,460
861,6377,1431
862,6377,176
863,6377,2385
864,6377,2582
865,6377,2078
866,6377,1839
867,6377,276
868,6377,966
869,6377,3050
870,6377,1268
871,6377,2631
872,790,1133
873,790,2770
874,790,628
875,790,861
876,790,2476
877,790,1777
878,790,920
879,790,224
880,790,810
881,790,1073
882,790,1656
883,790,2549
884,790,1195
885,790,2524
886,790,1764
887,790,83
888,790,569
889,790,2362
890,790,3051
891,790,2501
892,790,1245
893,790,3044
894,790,2424
895,790,2737
896,3321,1199
897,3321,1417
898,3321,1351
899,3321,846
900,3321,1461
901,3321,1085
902,3321,920
903,3321,224
904,3321,3097
905,3321,1519
906,3321,1387
907,3321,2936
908,3321,139
909,3321,569
910,3321,1912
911,3321,2724
912,3321,2362
913,3321,802
914,3321,2409
915,3321,1525
916,3321,751
917,3321,2661
918,1619,1951
919,1619,2770
920,1619,3077
921,1619,861
922,1619,68
923,1619,1085
924,1619,920
925,1619,224
926,1619,3097
927,1619,1306
928,1619,1108
929,1619,635
930,1619,3054
931,1619,803
932,1619,436
933,1619,2645
934,1619,821
935,1619,2737
936,1619,2424
937,1619,502
938,1619,751
939,3576,2069
940,3576,378
941,3576,955
942,3576,846
943,3576,612
944,3576,2919
945,3576,920
946,3576,224
947,3576,2867
948,3576,417
949,3576,139
950,3576,569
951,3576,2384
952,3576,1912
953,3576,2337
954,3576,3106
955,3576,1548
956,3576,1525
957,3576,440
958,1295,2858
959,1295,2770
960,1295,1867
961,1295,861
962,1295,68
963,1295,2063
964,1295,920
965,1295,224
966,1295,3097
967,1295,1889
968,1295,2549
969,1295,2524
970,1295,83
971,1295,569
972,1295,608
973,1295,2501
974,1295,1431
975,4163,1951
976,4163,3152
977,4163,2140
978,4163,861
979,4163,3164
980,4163,920
981,4163,224
982,4163,2867
983,4163,2885
984,4163,1607
985,4163,2549
986,4163,2524
987,4163,2912
988,4163,2936
989,4163,635
990,4163,928
991,4163,569
992,4163,83
993,4163,2384
994,4163,2501
995,4163,1530
996,4163,1525
997,5531,1951
998,5531,3152
999,5531,1798
1000,5531,653
1001,5531,1304
1002,5531,48
1003,5531,920
1004,5531,224
1005,5531,3097
1006,5531,27
1007,5531,780
1008,5531,929
1009,5531,69
1010,5531,569
1011,5531,276
1012,5531,2424
1013,5531,2737
1014,5531,1548
1015,5531,1147
1016,5531,1525
1017,5531,440
1018,4852,2598
1019,4852,476
1020,4852,1571
1021,4852,846
1022,4852,3103
1023,4852,2003
1024,4852,920
1025,4852,224
1026,4852,810
1027,4852,1450
1028,4852,69
1029,4852,2664
1030,4852,929
1031,4667,1121
1032,4667,1222
1033,4667,2593
1034,4667,3084
1035,4667,846
1036,4667,920
1037,4667,1907
1038,4667,2185
1039,4667,2538
1040,4667,588
1041,4667,1213
1042,4667,1796
1043,4667,569
1044,4667,1147
1045,181,1951
1046,181,3152
1047,181,653
1048,181,811
1049,181,48
1050,181,920
1051,181,1907
1052,181,2185
1053,181,2538
1054,181,2645
1055,181,2424
1056,181,751
1057,181,2737
1058,5283,2605
1059,5283,1079
1060,5283,2927
1061,5283,653
1062,5283,1539
1063,5283,48
1064,5283,920
1065,5283,224
1066,5283,3097
1067,5283,2340
1068,5283,1607
1069,5283,1108
1070,5283,929
1071,5283,139
1072,5283,3054
1073,5283,803
1074,5283,1147
1075,5283,802
1076,5283,3044
1077,5283,436
1078,5283,502
1079,5283,69
1080,5283,3057
1081,5283,440
1082,3055,308
1083,3055,2281
1084,3055,653
1085,3055,1304
1086,3055,846
1087,3055,920
1088,3055,224
1089,3055,810
1090,3055,2719
1091,3055,2534
1092,3055,139
1093,3055,569
1094,3055,2384
1095,3055,1113
1096,3055,751
1097,1434,3048
1098,1434,1417
1099,1434,2080
1100,1434,861
1101,1434,2378
1102,1434,2282
1103,1434,920
1104,1434,1907
1105,1434,2185
1106,1434,2538
1107,1434,588
1108,1434,257
1109,1434,1895
1110,1434,1013
1111,1434,569
1112,1434,3054
1113,1434,2764
1114,1434,2656
1115,1434,1796
1116,1434,276
1117,1434,802
1118,1434,436
1119,1434,1213
1120,1434,2178
1121,1518,1550
1122,1518,221
1123,1518,937
1124,1518,2323
1125,1518,2298
1126,1518,2919
1127,1518,2814
1128,1518,2922
1129,1518,2293
1130,1518,860
1131,1518,1829
1132,1518,1895
1133,1518,1645
1134,1518,1362
1135,1518,1505
1136,1518,1656
1137,1518,3054
1138,1518,569
1139,1518,2362
1140,1518,2656
1141,1518,1245
1142,1518,802
1143,1518,3044
1144,1518,2947
1145,1518,276
1146,1518,763
1147,1518,2178
1148,1518,440
1149,1518,1764
1150,1518,635
1151,1518,436
1152,1518,1295
1153,1518,390
1154,3744,1051
1155,3744,433
1156,3744,2281
1157,3744,2928
1158,3744,473
1159,3744,1649
1160,3744,920
1161,3744,224
1162,3744,2867
1163,3744,117
1164,3744,1028
1165,3744,1147
1166,3744,486
1167,3744,2502
1168,3744,440
1169,1136,1726
1170,1136,2465
1171,1136,1351
1172,1136,653
1173,1136,210
1174,1136,1649
1175,1136,920
1176,1136,1907
1177,1136,1612
1178,1136,795
1179,1136,2153
1180,1136,1559
1181,1136,2168
1182,1136,2169
1183,1136,2424
1184,1136,2737
1185,1947,454
1186,1947,2446
1187,1947,2066
1188,1947,604
1189,1947,653
1190,1947,1862
1191,1947,1085
1192,1947,920
1193,1947,1907
1194,1947,2185
1195,1947,1043
1196,1947,2549
1197,1947,2524
1198,1947,635
1199,1947,83
1200,1947,139
1201,1947,2501
1202,1947,802
1203,3088,454
1204,3088,1222
1205,3088,542
1206,3088,653
1207,3088,2081
1208,3088,510
1209,3088,2814
1210,3088,119
1211,3088,451
1212,3088,2988
1213,3088,2385
1214,3088,1391
1215,3088,780
1216,3088,635
1217,3088,569
1218,3088,460
1219,3088,1147
1220,3088,440
1221,3088,2790
1222,3088,802
1223,3088,1431
1224,3088,190
1225,3088,2737
1226,3088,2409
1227,3088,2424
1228,3088,2677
1229,3088,276
1230,3088,1710
1231,3088,751
1232,3088,2661
1233,1022,2846
1234,1022,1670
1235,1022,2310
1236,1022,861
1237,1022,1709
1238,1022,1649
1239,1022,920
1240,1022,1907
1241,1022,1612
1242,1022,795
1243,1022,1656
1244,1022,2645
1245,1022,1387
1246,6133,1521
1247,6133,1143
1248,6133,937
1249,6133,861
1250,6133,2845
1251,6133,2282
1252,6133,920
1253,6133,224
1254,6133,3097
1255,6133,27
1256,6133,1391
1257,6133,1108
1258,6133,3054
1259,6133,803
1260,6133,436
1261,6133,2645
1262,6133,502
1263,6133,1147
1264,6133,440
1265,5929,515
1266,5929,221
1267,5929,498
1268,5929,1194
1269,5929,861
1270,5929,2433
1271,5929,846
1272,5929,920
1273,5929,1907
1274,5929,2185
1275,5929,1043
1276,3200,515
1277,3200,1185
1278,3200,1938
1279,3200,653
1280,3200,2703
1281,3200,2063
1282,3200,920
1283,3200,224
1284,3200,810
1285,3200,1450
1286,3200,569
1287,3200,2456
1288,3200,1113
1289,3200,190
1290,3200,2362
1291,5184,438
1292,5184,1079
1293,5184,2801
1294,5184,861
1295,5184,213
1296,5184,861
1297,5184,920
1298,5184,224
1299,5184,810
1300,5184,2719
1301,5184,635
1302,5184,318
1303,5184,2184
1304,5184,751
1305,2554,839
1306,2554,1417
1307,2554,955
1308,2554,861
1309,2554,2200
1310,2554,48
1311,2554,920
1312,2554,224
1313,2554,810
1314,2554,1369
1315,598,1449
1316,598,1079
1317,598,707
1318,598,2928
1319,598,2928
1320,598,920
1321,598,224
1322,598,3097
1323,598,2874
1324,598,2549
1325,598,2524
1326,598,1074
1327,598,83
1328,598,2061
1329,598,430
1330,598,2760
1331,598,2501
1332,598,2424
1333,598,2737
1334,3257,515
1335,3257,294
1336,3257,2818
1337,3257,861
1338,3257,2611
1339,3257,3023
1340,3257,920
1341,3257,224
1342,3257,2581
1343,3257,569
1344,3257,2384
1345,3257,440
1346,3403,1133
1347,3403,2446
1348,3403,653
1349,3403,2243
1350,3403,2063
1351,3403,920
1352,3403,224
1353,3403,3097
1354,3403,1870
1355,3403,2549
1356,3403,2524
1357,3403,1387
1358,3403,83
1359,3403,2724
1360,3403,276
1361,3403,2645
1362,3403,2501
1363,3812,2605
1364,3812,226
1365,3812,1513
1366,3812,653
1367,3812,1225
1368,3812,2003
1369,3812,920
1370,3812,1907
1371,3812,2185
1372,3812,2538
1373,3812,1195
1374,3812,1895
1375,3812,3054
1376,3812,569
1377,3812,2362
1378,3812,2656
1379,3812,1228
1380,3812,2068
1381,3812,584
1382,3812,436
1383,3812,2178
1384,5143,2846
1385,5143,1713
1386,5143,1902
1387,5143,653
1388,5143,1076
1389,5143,2282
1390,5143,2814
1391,5143,119
1392,5143,451
1393,5143,957
1394,5143,1108
1395,5143,2479
1396,5143,2645
1397,5143,2737
1398,5143,1028
1399,5143,257
1400,5143,3054
1401,5143,2362
1402,5143,318
1403,5143,2424
1404,5143,2184
1405,5143,751
1406,5143,83
1407,5143,803
1408,5143,1796
1409,5143,502
1410,5143,2549
1411,5143,2524
1412,5143,588
1413,5143,1762
1414,5143,2501
1415,5143,436
1416,5143,1213
1417,3242,89
1418,3242,476
1419,3242,466
1420,3242,2323
1421,3242,2926
1422,3242,861
1423,3242,920
1424,3242,224
1425,3242,3097
1426,3242,1812
1427,3242,1656
1428,3242,2502
1429,3242,2962
1430,3242,569
1431,3242,2384
1432,3242,1608
1433,3242,486
1434,2299,1234
1435,2299,3152
1436,2299,861
1437,2299,213
1438,2299,2330
1439,2299,2814
1440,2299,119
1441,2299,451
1442,2299,965
1443,2299,1108
1444,2299,3054
1445,2299,569
1446,2299,803
1447,2299,436
1448,2299,2645
1449,2299,502
1450,5803,1199
1451,5803,509
1452,5803,1081
1453,5803,2928
1454,5803,303
1455,5803,3164
1456,5803,920
1457,5803,224
1458,5803,3097
1459,5803,1870
1460,5803,635
1461,1134,308
1462,1134,3152
1463,1134,2801
1464,1134,2928
1465,1134,2364
1466,1134,1174
1467,1134,2814
1468,1134,119
1469,1134,451
1470,1134,2568
1471,1134,1607
1472,1134,2737
1473,1134,928
1474,1134,569
1475,1134,2424
1476,1134,1530
1477,1134,751
1478,4770,1640
1479,4770,509
1480,4770,1081
1481,4770,653
1482,4770,1225
1483,4770,2063
1484,4770,920
1485,4770,224
1486,4770,810
1487,4770,2057
1488,4770,2661
1489,4770,2384
1490,4770,2936
1491,2208,2665
1492,2208,433
1493,2208,29
1494,2208,2323
1495,2208,2289
1496,2208,48
1497,2208,920
1498,2208,1907
1499,2208,2185
1500,2208,2538
1501,2208,635
1502,2208,1147
1503,2208,2645
1504,2208,751
1505,1595,1951
1506,1595,165
1507,1595,29
1508,1595,78
1509,1595,2928
1510,1595,1659
1511,1595,349
1512,1595,920
1513,1595,224
1514,1595,3097
1515,1595,1578
1516,1595,2936
1517,1595,2645
1518,1595,2424
1519,1595,2737
1520,1595,2409
1521,1595,2661
1522,464,2605
1523,464,911
1524,464,3077
1525,464,861
1526,464,1955
1527,464,1649
1528,464,920
1529,464,224
1530,464,3097
1531,464,1997
1532,464,2549
1533,464,2524
1534,464,83
1535,464,2501
1536,464,2424
1537,464,2737
1538,464,2734
1539,3689,3040
1540,3689,476
1541,3689,940
1542,3689,653
1543,3689,1777
1544,3689,920
1545,3689,1907
1546,3689,2185
1547,3689,2538
1548,3689,1013
1549,3689,2384
1550,3689,2764
1551,3689,2424
1552,3689,2737
1553,3689,751
1554,1972,1133
1555,1972,221
1556,1972,541
1557,1972,861
1558,1972,1955
1559,1972,2282
1560,1972,920
1561,1972,224
1562,1972,810
1563,1972,2109
1564,1972,1074
1565,1972,928
1566,1972,2760
1567,1972,2679
1568,1972,2661
1569,1972,257
1570,1972,1843
1571,1972,569
1572,1972,3044
1573,1972,946
1574,1972,836
1575,1972,3161
1576,1972,1796
1577,1972,3004
1578,1972,440
1579,1972,588
1580,1972,2936
1581,1972,430
1582,1972,1213
1583,1972,1147
1584,1972,1260
1585,1972,2734
1586,4525,839
1587,4525,1535
1588,4525,3077
1589,4525,1047
1590,4525,48
1591,4525,920
1592,4525,224
1593,4525,3097
1594,5150,2069
1595,5150,1417
1596,5150,1902
1597,5150,861
1598,5150,2200
1599,5150,1085
1600,5150,920
1601,5150,224
1602,5150,3097
1603,5150,686
1604,5150,1764
1605,5150,2912
1606,5150,569
1607,5150,2362
1608,5150,276
1609,5150,821
1610,5150,3044
1611,5150,1245
1612,5150,1028
1613,5150,1147
1614,5150,1525
1615,3145,1234
1616,3145,3152
1617,3145,2801
1618,3145,653
1619,3145,1304
1620,3145,861
1621,3145,920
1622,3145,224
1623,3145,810
1624,3145,953
1625,3145,1764
1626,3145,569
1627,3145,2545
1628,3145,1245
1629,3145,2645
1630,3145,802
1631,3145,1548
1632,3145,751
1633,4418,839
1634,4418,1535
1635,4418,1902
1636,4418,861
1637,4418,2200
1638,4418,3164
1639,4418,920
1640,4418,224
1641,4418,3097
1642,4418,1889
1643,4418,635
1644,4418,276
1645,4418,2645
1646,4357,515
1647,4357,221
1648,4357,357
1649,4357,846
1650,4357,2987
1651,4357,3164
1652,4357,920
1653,4357,1907
1654,4357,1612
1655,4357,2327
1656,4357,1075
1657,4357,635
1658,4357,569
1659,4357,2061
1660,4357,608
1661,4357,821
1662,4357,1147
1663,4357,440
1664,2221,3048
1665,2221,911
1666,2221,29
1667,2221,861
1668,2221,68
1669,2221,1649
1670,2221,920
1671,2221,1907
1672,2221,1612
1673,2221,795
1674,2221,2153
1675,2221,1570
1676,2221,1147
1677,2221,859
1678,2221,2168
1679,420,454
1680,420,1222
1681,420,1920
1682,420,861
1683,420,1751
1684,420,2330
1685,420,2814
1686,420,119
1687,420,1644
1688,420,2208
1689,420,2990
1690,420,201
1691,420,1895
1692,420,1013
1693,420,1231
1694,420,1599
1695,420,859
1696,420,1570
1697,420,1584
1698,420,2153
1699,420,2737
1700,420,2677
1701,420,1656
1702,420,929
1703,420,3054
1704,420,569
1705,420,2764
1706,420,2362
1707,420,2656
1708,420,318
1709,420,2480
1710,420,1113
1711,420,1431
1712,420,2424
1713,420,3044
1714,420,69
1715,420,302
1716,420,2184
1717,420,1525
1718,420,2534
1719,420,2709
1720,420,91
1721,420,139
1722,420,2168
1723,420,704
1724,420,2228
1725,420,1489
1726,420,2178
1727,420,2077
1728,420,447
1729,420,2384
1730,420,2902
1731,420,608
1732,420,436
1733,420,1147
1734,493,1948
1735,493,3152
1736,493,1129
1737,493,653
1738,493,2919
1739,493,2814
1740,493,119
1741,493,451
1742,493,2682
1743,493,1607
1744,493,2732
1745,493,2549
1746,493,2524
1747,493,966
1748,493,929
1749,493,1387
1750,493,635
1751,493,928
1752,493,569
1753,493,83
1754,493,1912
1755,493,139
1756,493,2168
1757,493,276
1758,493,2501
1759,493,1530
1760,493,1548
1761,493,1854
1762,493,69
1763,493,1525
1764,5594,1951
1765,5594,165
1766,5594,160
1767,5594,771
1768,5594,2928
1769,5594,1616
1770,5594,3164
1771,5594,920
1772,5594,224
1773,5594,3097
1774,5594,1870
1775,5594,2384
