,source,target
324,2811,859
325,2811,584
326,2811,1228
327,2811,2362
328,2811,1570
329,2811,1796
330,2811,276
331,2811,2409
332,2811,1213
333,2811,1525
334,2811,2661
335,1689,308
336,1689,3152
337,1689,2029
338,1689,653
339,1689,1569
340,1689,3023
341,1689,920
342,1689,1907
343,1689,2185
344,1689,1424
345,1689,2549
346,1689,2524
347,1689,2960
348,1689,635
349,1689,83
350,1689,139
351,1689,569
352,1689,1912
353,1689,2501
354,1689,2424
355,1689,2737
356,1689,3019
357,1689,1525
358,3242,2858
359,3242,2864
360,3242,1798
361,3242,491
362,3242,861
363,3242,152
364,3242,1649
365,3242,920
366,3242,224
367,3242,810
368,3242,2239
369,3242,635
370,3242,139
371,3242,569
372,3242,2384
373,3242,802
374,3242,2335
375,3324,308
376,3324,3152
377,3324,2116
378,3324,3089
379,3324,653
380,3324,1275
381,3324,1085
382,3324,920
383,3324,224
384,3324,810
385,3324,2604
386,3324,2709
387,3324,2962
388,3324,569
389,3324,1608
390,3324,2914
391,3324,440
392,221,2069
393,221,476
394,221,1972
395,221,137
396,221,653
397,221,2668
398,221,3164
399,221,920
400,221,224
401,221,393
402,221,2549
403,221,2524
404,221,2936
405,221,83
406,221,569
407,221,2501
408,221,2645
409,221,2661
410,3820,1948
411,3820,1565
412,3820,642
413,3820,507
414,3820,2928
415,3820,582
416,3820,757
417,3820,920
418,3820,1907
419,3820,2185
420,3820,1043
421,3820,2728
422,3820,1108
423,3820,1066
424,572,1521
425,572,1079
426,572,591
427,572,1486
428,572,3109
429,572,846
430,572,2639
431,572,1090
432,572,3164
433,572,455
434,572,920
435,572,1907
436,572,1612
437,572,2327
438,572,2549
439,572,2524
440,572,2912
441,572,83
442,572,569
443,572,2168
444,572,2420
445,572,2362
446,572,2501
447,572,2409
448,572,3019
449,572,1525
450,1078,2554
451,1078,294
452,1078,51
453,1078,1674
454,1078,989
455,1078,653
456,1078,779
457,1078,1649
458,1078,920
459,1078,1144
460,1078,1761
461,1078,760
462,1078,2479
463,1078,139
464,1078,2168
465,1078,2362
466,1078,1762
467,1078,802
468,1078,2153
469,3702,1948
470,3702,421
471,3702,861
472,3702,2484
473,3702,3164
474,3702,920
475,3702,224
476,3702,3097
477,3702,706
478,3702,1108
479,3702,635
480,3702,3054
481,3702,803
482,3702,436
483,3702,2645
484,3702,2424
485,3702,2737
486,3702,502
487,3702,2734
488,3636,1948
489,3636,3152
490,3636,1301
491,3636,861
492,3636,213
493,3636,48
494,3636,920
495,3636,224
496,3636,810
497,3636,553
498,3636,588
499,3636,1108
500,3636,3054
501,3636,569
502,3636,2384
503,3636,2902
504,3636,1796
505,3636,436
506,3636,2914
507,3636,1213
508,1769,2846
509,1769,2005
510,1769,668
511,1769,653
512,1769,2668
513,1769,2282
514,1769,920
515,1769,224
516,1769,810
517,1769,2473
518,1769,2990
519,1769,1656
520,1769,1223
521,1769,929
522,1769,635
523,1769,139
524,1769,569
525,1769,1231
526,1769,859
527,1769,828
528,1769,1147
529,1769,704
530,1769,1570
531,1769,276
532,1769,802
533,1769,1113
534,1769,69
535,1769,1481
536,1769,2335
537,1769,440
538,1483,515
539,1483,3152
540,1483,1053
541,1483,2928
542,1483,1661
543,1483,2282
544,1483,920
545,1483,224
546,1483,810
547,1483,3030
548,1483,2912
549,1483,569
550,1483,822
551,1483,3051
552,1483,2424
553,1483,3044
554,1483,2737
555,1483,768
556,1483,2728
557,1483,2677
558,1483,1525
559,349,1234
560,349,3152
561,349,1901
562,349,2678
563,349,846
564,349,3121
565,349,1649
566,349,920
567,349,224
568,349,3097
569,349,2755
570,349,2267
571,349,3050
572,349,569
573,349,2337
574,349,2079
575,349,1548
576,1983,1948
577,1983,3152
578,1983,3155
579,1983,2928
580,1983,1661
581,1983,48
582,1983,920
583,1983,224
584,1983,3097
585,1983,1025
586,1983,1074
587,1983,257
588,1983,635
589,1983,2962
590,1983,430
591,1983,2760
592,1983,2362
593,1983,1608
594,1983,802
595,1983,1525
596,3867,1948
597,3867,3152
598,3867,1852
599,3867,507
600,3867,653
601,3867,784
602,3867,3023
603,3867,920
604,3867,1144
605,3867,1761
606,3867,2386
607,3867,569
608,3867,1525
609,3867,2335
610,4003,515
611,4003,221
612,4003,1309
613,4003,2286
614,4003,653
615,4003,57
616,4003,846
617,4003,920
618,4003,224
619,4003,3097
620,4003,2510
621,4003,276
622,4003,2645
623,4003,440
624,717,1234
625,717,3152
626,717,1902
627,717,861
628,717,152
629,717,3164
630,717,920
631,717,224
632,717,3097
633,717,1132
634,717,859
635,717,1570
636,717,276
637,717,2424
638,717,2737
639,717,946
640,717,1481
641,1017,2846
642,1017,1713
643,1017,2440
644,1017,2928
645,1017,2485
646,1017,1649
647,1017,920
648,1017,224
649,1017,3097
650,1017,2510
651,1017,588
652,1017,1108
653,1017,257
654,1017,2912
655,1017,1213
656,1017,3054
657,1017,2384
658,1017,803
659,1017,1796
660,1017,436
661,1017,502
662,1017,1147
663,1017,1525
664,1017,440
665,64,1951
666,64,421
667,64,1538
668,64,2928
669,64,2600
670,64,757
671,64,920
672,64,224
673,64,3097
674,64,1925
675,64,2549
676,64,2524
677,64,2912
678,64,83
679,64,569
680,64,2501
681,64,802
682,64,2424
683,64,2737
684,64,1548
685,64,1525
686,947,1554
687,947,216
688,947,1798
689,947,3084
690,947,95
691,947,653
692,947,920
693,947,224
694,947,3097
695,947,1377
696,947,569
697,947,2645
698,947,276
699,947,1505
700,2508,1554
701,2508,2770
702,2508,1129
703,2508,867
704,2508,653
705,2508,54
706,2508,1085
707,2508,920
708,2508,224
709,2508,3097
710,2508,1956
711,2508,2549
712,2508,2524
713,2508,2936
714,2508,2962
715,2508,635
716,2508,83
717,2508,2384
718,2508,1608
719,2508,2501
720,2508,2409
721,2508,2661
722,3147,2846
723,3147,2060
724,3147,2121
725,3147,2418
726,3147,2928
727,3147,2731
728,3147,1777
729,3147,920
730,3147,1907
731,3147,1612
732,3147,2327
733,3147,1391
734,3147,2912
735,3147,929
736,3147,2962
737,3147,2936
738,3147,2384
739,3147,1147
740,3147,1608
741,3147,318
742,3147,3044
743,3147,69
744,3147,1525
745,3147,2184
746,3147,440
747,2481,1234
748,2481,3152
749,2481,9
750,2481,846
751,2481,759
752,2481,757
753,2481,920
754,2481,224
755,2481,3097
756,2481,2510
757,2481,1391
758,2481,139
759,2481,802
760,2481,3044
761,2481,2424
762,2481,2737
763,2481,1147
764,2481,440
765,1508,2069
766,1508,2770
767,1508,2975
768,1508,846
769,1508,3103
770,1508,510
771,1508,2814
772,1508,119
773,1508,1644
774,1508,2091
775,1508,2549
776,1508,2524
777,1508,1108
778,1508,1387
779,1508,83
780,1508,3054
781,1508,569
782,1508,803
783,1508,2724
784,1508,276
785,1508,2501
786,1508,436
787,1508,502
788,1508,1525
789,3548,2347
790,3548,2864
791,3548,51
792,3548,2463
793,3548,3109
794,3548,861
795,3548,800
796,3548,846
797,3548,1338
798,3548,920
799,3548,1907
800,3548,1612
801,3548,2327
802,3548,2549
803,3548,2524
804,3548,635
805,3548,83
806,3548,569
807,3548,2501
808,3548,802
809,3548,2645
810,3548,276
811,4241,2858
812,4241,1191
813,4241,1902
814,4241,861
815,4241,152
816,4241,1649
817,4241,920
818,4241,224
819,4241,3097
820,4241,1132
821,4241,2549
822,4241,2524
823,4241,588
824,4241,257
825,4241,2936
826,4241,83
827,4241,569
828,4241,2384
829,4241,1796
830,4241,2501
831,4241,2424
832,4241,2737
833,4241,1213
834,1629,2598
835,1629,2005
836,1629,3022
837,1629,861
838,1629,187
839,1629,2003
840,1629,920
841,1629,224
842,1629,3097
843,1629,706
844,1629,1195
845,1629,2479
846,1629,2362
847,1629,1762
848,1629,2424
849,1629,2737
850,1629,1147
851,1629,440
852,2901,1550
853,2901,2464
854,2901,2307
855,2901,450
856,2901,861
857,2901,2484
858,2901,2063
859,2901,920
860,2901,1144
861,2901,1761
862,2901,2386
863,2901,326
864,2901,966
865,2901,527
866,2901,635
867,2901,569
868,2901,608
869,2901,2362
870,2901,2676
871,2901,1147
872,2901,440
873,1068,1121
874,1068,1191
875,1068,1381
876,1068,1988
877,1068,507
878,1068,2323
879,1068,1427
880,1068,1813
881,1068,2063
882,1068,1857
883,1068,920
884,1068,1144
885,1068,1761
886,1068,2054
887,1068,2549
888,1068,2524
889,1068,2962
890,1068,83
891,1068,569
892,1068,2501
893,1068,276
894,1068,1608
895,1068,768
896,1068,1532
897,1068,1961
898,2714,1550
899,2714,2060
900,2714,2872
901,2714,861
902,2714,44
903,2714,1649
904,2714,920
905,2714,224
906,2714,3097
907,2714,2510
908,2714,2549
909,2714,2524
910,2714,83
911,2714,276
912,2714,2501
913,2714,2424
914,2714,2737
915,2621,1951
916,2621,421
917,2621,707
918,2621,2203
919,2621,2323
920,2621,1193
921,2621,3164
922,2621,920
923,2621,1144
924,2621,1761
925,2621,2386
926,2621,2549
927,2621,2524
928,2621,2737
929,2621,2709
930,2621,83
931,2621,569
932,2621,2168
933,2621,276
934,2621,2501
935,2621,2424
936,2621,2153
937,2621,1481
938,2621,1505
939,4207,1234
940,4207,3152
941,4207,2481
942,4207,653
943,4207,287
944,4207,2003
945,4207,920
946,4207,1907
947,4207,2185
948,4207,3066
949,4207,2549
950,4207,2524
951,4207,2912
952,4207,2479
953,4207,83
954,4207,569
955,4207,2384
956,4207,1762
957,4207,3051
958,4207,2501
959,4207,802
960,4207,2424
961,4207,3044
962,4207,2737
963,4207,1525
964,3,1948
965,3,3152
966,3,1858
967,3,861
968,3,213
969,3,1747
970,3,2814
971,3,119
972,3,1644
973,3,1198
974,3,588
975,3,2549
976,3,257
977,3,1387
978,3,2936
979,3,569
980,3,2724
981,3,1796
982,3,2501
983,3,1213
984,3,1147
985,3,2661
986,3616,1521
987,3616,421
988,3616,536
989,3616,861
990,3616,2484
991,3616,1085
992,3616,920
993,3616,224
994,3616,810
995,3616,2788
996,3616,2990
997,3616,928
998,3616,1231
999,3616,2153
1000,3616,1530
1001,3616,577
1002,3616,2677
1003,3616,2679
1004,3616,2661
1005,3616,1656
1006,3616,257
1007,3616,2960
1008,3616,1843
1009,3616,569
1010,3616,2420
1011,3616,2319
1012,3616,2362
1013,3616,1113
1014,3616,3019
1015,3616,2130
1016,3616,1607
1017,3616,1195
1018,3616,139
1019,3616,2168
1020,3616,1796
1021,3616,2178
1022,3616,588
1023,3616,2936
1024,3616,2384
1025,3616,1213
1026,3616,1147
1027,1129,2858
1028,1129,2918
1029,1129,2256
1030,1129,632
1031,1129,989
1032,1129,653
1033,1129,181
1034,1129,2707
1035,1129,846
1036,1129,1200
1037,1129,920
1038,1129,1144
1039,1129,1761
1040,1129,2054
1041,1129,2479
1042,1129,2962
1043,1129,569
1044,1129,1762
1045,1129,1608
1046,1129,2424
1047,1129,2737
1048,3570,1234
1049,3570,3152
1050,3570,1351
1051,3570,653
1052,3570,210
1053,3570,861
1054,3570,920
1055,3570,1144
1056,3570,1761
1057,3570,760
1058,3570,2549
1059,3570,2524
1060,3570,83
1061,3570,2501
1062,3570,2645
1063,3172,1951
1064,3172,3152
1065,3172,1723
1066,3172,2171
1067,3172,861
1068,3172,213
1069,3172,3023
1070,3172,920
1071,3172,224
1072,3172,810
1073,3172,1289
1074,3172,2549
1075,3172,2524
1076,3172,1895
1077,3172,2479
1078,3172,139
1079,3172,3054
1080,3172,569
1081,3172,83
1082,3172,2902
1083,3172,2362
1084,3172,1762
1085,3172,2501
1086,3172,802
1087,3172,2424
1088,3172,436
1089,3172,2737
1090,3172,1028
1091,3172,1147
1092,3172,2178
1093,2401,2846
1094,2401,2446
1095,2401,2334
1096,2401,861
1097,2401,2611
1098,2401,1281
1099,2401,2814
1100,2401,119
1101,2401,1644
1102,2401,2681
1103,2401,2549
1104,2401,2524
1105,2401,395
1106,2401,83
1107,2401,3161
1108,2401,2501
1109,2426,1234
1110,2426,3152
1111,2426,2281
1112,2426,319
1113,2426,861
1114,2426,152
1115,2426,48
1116,2426,920
1117,2426,224
1118,2426,810
1119,2426,1289
1120,2426,1968
1121,2426,2936
1122,2426,3061
1123,2426,635
1124,2426,569
1125,2426,2384
1126,2426,276
1127,2426,2645
1128,2426,2424
1129,2426,2737
1130,2426,2677
1131,2426,1147
1132,2426,2661
1133,1464,2846
1134,1464,1670
1135,1464,1229
1136,1464,507
1137,1464,2928
1138,1464,973
1139,1464,1649
1140,1464,920
1141,1464,224
1142,1464,3097
1143,1464,2510
1144,1464,2267
1145,1464,1606
1146,1464,440
1147,2657,1554
1148,2657,378
1149,2657,1513
1150,2657,2928
1151,2657,2198
1152,2657,757
1153,2657,920
1154,2657,224
1155,2657,3097
1156,2657,2210
1157,2657,1563
1158,2657,1764
1159,2657,2912
1160,2657,1387
1161,2657,569
1162,2657,2724
1163,2657,276
1164,2657,1245
1165,2657,1525
1166,140,1951
1167,140,2770
1168,140,2090
1169,140,3113
1170,140,861
1171,140,2484
1172,140,2063
1173,140,920
1174,140,224
1175,140,810
1176,140,2239
1177,3167,1550
1178,3167,221
1179,3167,899
1180,3167,485
1181,3167,2750
1182,3167,861
1183,3167,1114
1184,3167,1777
1185,3167,920
1186,3167,224
1187,3167,3097
1188,3167,301
1189,3167,2283
1190,3167,929
1191,3167,894
1192,3167,2936
1193,3167,139
1194,3167,569
1195,3167,1980
1196,3167,1912
1197,3167,2362
1198,3167,1147
1199,3167,1839
1200,3167,286
1201,3167,1066
1202,3167,2169
1203,3167,878
1204,3167,69
1205,3167,1525
1206,525,1234
1207,525,3152
1208,525,1081
1209,525,861
1210,525,489
1211,525,861
1212,525,920
1213,525,224
1214,525,3097
1215,525,0
1216,525,569
1217,513,1234
1218,513,3152
1219,513,2908
1220,513,723
1221,513,507
1222,513,2323
1223,513,2704
1224,513,757
1225,513,920
1226,513,1144
1227,513,1761
1228,513,760
1229,513,2549
1230,513,2524
1231,513,2912
1232,513,2153
1233,513,83
1234,513,569
1235,513,2501
1236,513,2424
1237,513,2737
1238,513,1525
1239,2117,839
1240,2117,3152
1241,2117,2952
1242,2117,861
1243,2117,152
1244,2117,2063
1245,2117,920
1246,2117,224
1247,2117,3097
1248,2117,400
1249,2117,2732
1250,2117,257
1251,2117,929
1252,2117,2130
1253,2117,139
1254,2117,569
1255,2117,704
1256,2117,3051
1257,2117,276
1258,2117,3044
1259,2117,1854
1260,2117,69
1261,2117,1525
1262,2117,1505
1263,1393,1948
1264,1393,421
1265,1393,1852
1266,1393,2024
1267,1393,861
1268,1393,2555
1269,1393,2063
1270,1393,920
1271,1393,1144
1272,1393,1761
1273,1393,2386
1274,1393,569
1275,1393,2645
1276,1393,608
1277,1393,2362
1278,790,1234
1279,790,3152
1280,790,396
1281,790,861
1282,790,231
1283,790,3023
1284,790,920
1285,790,224
1286,790,3097
1287,790,63
1288,790,1074
1289,790,1607
1290,790,1606
1291,790,2936
1292,790,2406
1293,790,2359
1294,790,928
1295,790,569
1296,790,2384
1297,790,430
1298,790,2760
1299,790,1111
1300,790,2475
1301,790,1530
1302,790,2409
1303,790,1481
1304,1419,515
1305,1419,3152
1306,1419,2801
1307,1419,337
1308,1419,1047
1309,1419,3127
1310,1419,757
1311,1419,920
1312,1419,224
1313,1419,810
1314,1419,635
1315,1419,276
1316,1419,2424
1317,1419,2737
1318,3321,1554
1319,3321,3152
1320,3321,2440
1321,3321,796
1322,3321,3084
1323,3321,2928
1324,3321,920
1325,3321,224
1326,3321,3097
1327,3321,329
1328,3321,1108
1329,3321,1387
1330,3321,3054
1331,3321,569
1332,3321,803
1333,3321,436
1334,3321,2645
1335,3321,3106
1336,3321,502
1337,1645,3040
1338,1645,509
1339,1645,794
1340,1645,861
1341,1645,152
1342,1645,861
1343,1645,920
1344,1645,224
1345,1645,2867
1346,1645,2817
1347,1645,928
1348,1645,569
1349,1645,803
1350,1645,2362
1351,1645,2424
1352,1645,2737
1353,1645,502
1354,1645,1028
1355,1645,1147
1356,1861,1948
1357,1861,3152
1358,1861,1513
1359,1861,653
1360,1861,2668
1361,1861,2003
1362,1861,920
1363,1861,224
1364,1861,3097
1365,1861,706
1366,1861,1195
1367,1861,569
1368,1861,608
1369,1861,2362
1370,1861,276
1371,1861,1147
1372,1861,440
1373,3576,1951
1374,3576,3152
1375,3576,289
1376,3576,2377
1377,3576,846
1378,3576,759
1379,3576,1777
1380,3576,920
1381,3576,224
1382,3576,3097
1383,3576,1722
1384,3576,1195
1385,3576,635
1386,3576,569
1387,3576,318
1388,3576,276
1389,3576,2424
1390,3576,2737
1391,3576,2335
1392,3576,2184
1393,1448,1234
1394,1448,3152
1395,1448,3077
1396,1448,688
1397,1448,846
1398,1448,673
1399,1448,3164
1400,1448,920
1401,1448,224
1402,1448,3097
1403,1448,615
1404,1448,276
1405,1448,853
1406,1830,2846
1407,1830,619
1408,1830,3059
1409,1830,40
1410,1830,846
1411,1830,1881
1412,1830,2919
1413,1830,920
1414,1830,224
1415,1830,810
1416,1830,1103
1417,1830,1108
1418,1830,2270
1419,1830,928
1420,1830,2737
1421,1830,486
1422,1830,2661
1423,1830,3054
1424,1830,569
1425,1830,2456
1426,1830,2362
1427,1830,2424
1428,1830,1431
1429,1830,3044
1430,1830,1195
1431,1830,1387
1432,1830,728
1433,1830,803
1434,1830,733
1435,1830,3161
1436,1830,276
1437,1830,502
1438,1830,1627
1439,1830,2502
1440,1830,2936
1441,1830,635
1442,1830,395
1443,1830,2039
1444,1830,436
1445,1830,768
1446,1830,689
1447,1830,1147
1448,1295,2858
1449,1295,1222
1450,1295,1902
1451,1295,861
1452,1295,489
1453,1295,48
1454,1295,920
1455,1295,224
1456,1295,3097
1457,1295,96
1458,1295,2732
1459,1295,1195
1460,1295,635
1461,1295,2362
1462,1295,276
1463,1295,2424
1464,1295,2737
1465,1295,1071
1466,4163,2352
1467,4163,2464
1468,4163,1523
1469,4163,40
1470,4163,2323
1471,4163,676
1472,4163,3164
1473,4163,920
1474,4163,224
1475,4163,810
1476,4163,2964
1477,4163,2709
1478,4163,1342
1479,4163,635
1480,4163,139
1481,4163,569
1482,4163,2638
1483,4163,276
1484,4163,821
1485,3942,194
1486,3942,911
1487,3942,2481
1488,3942,1931
1489,3942,2928
1490,3942,1590
1491,3942,1649
1492,3942,920
1493,3942,1907
1494,3942,1612
1495,3942,2327
1496,3942,2424
1497,3942,1505
1498,3942,2737
1499,3487,1234
1500,3487,3152
1501,3487,2801
1502,3487,846
1503,3487,3121
1504,3487,3045
1505,3487,2814
1506,3487,119
1507,3487,1644
1508,3487,406
1509,3487,2409
1510,3487,2936
1511,3487,2384
1512,3487,1066
1513,3487,2661
1514,4063,515
1515,4063,1222
1516,4063,1779
1517,4063,2199
1518,4063,861
1519,4063,736
1520,4063,846
1521,4063,920
1522,4063,224
1523,4063,3097
1524,4063,705
1525,4063,1656
1526,4063,2549
1527,4063,2524
1528,4063,1108
1529,4063,83
1530,4063,3054
1531,4063,569
1532,4063,803
1533,4063,608
1534,4063,2501
1535,4063,436
1536,4063,502
1537,4063,1147
1538,181,1234
1539,181,3152
1540,181,1830
1541,181,861
1542,181,213
1543,181,3164
1544,181,920
1545,181,224
1546,181,810
1547,181,2473
1548,181,2549
1549,181,2524
1550,181,83
1551,181,276
1552,181,2645
1553,181,2501
1554,333,1234
1555,333,3152
1556,333,3091
1557,333,861
1558,333,2484
1559,333,846
1560,333,920
1561,333,224
1562,333,2867
1563,333,748
1564,333,407
1565,333,139
1566,333,3054
1567,333,569
1568,333,2902
1569,333,859
1570,333,2078
1571,333,1570
1572,333,802
1573,333,436
1574,333,768
1575,333,1525
1576,933,1550
1577,933,2770
1578,933,2975
1579,933,846
1580,933,1122
1581,933,3023
1582,933,920
1583,933,224
1584,933,810
1585,933,1965
1586,933,2479
1587,933,569
1588,933,608
1589,933,1762
1590,933,276
1591,933,2424
1592,933,2737
1593,1434,1951
1594,1434,2770
1595,1434,2583
1596,1434,3144
1597,1434,861
1598,1434,231
1599,1434,846
1600,1434,1754
1601,1434,920
1602,1434,1907
1603,1434,1612
1604,1434,795
1605,1434,840
1606,1434,1146
1607,1434,805
1608,1434,2384
1609,1434,2362
1610,1434,802
1611,1518,308
1612,1518,3152
1613,1518,1053
1614,1518,2769
1615,1518,861
1616,1518,152
1617,1518,757
1618,1518,920
1619,1518,224
1620,1518,810
1621,1518,602
1622,1518,2912
1623,1518,1387
1624,1518,139
1625,1518,2724
1626,1518,768
1627,1518,1525
1628,1518,1505
1629,1397,438
1630,1397,378
1631,1397,2281
1632,1397,861
1633,1397,1955
1634,1397,757
1635,1397,920
1636,1397,224
1637,1397,3097
1638,1397,1132
1639,1397,588
1640,1397,2524
1641,1397,2549
1642,1397,257
1643,1397,2912
1644,1397,635
1645,1397,83
1646,1397,1796
1647,1397,2501
1648,1397,2645
1649,1397,2424
1650,1397,2737
1651,1397,1213
1652,1397,1525
1653,1397,1505
1654,4184,1234
1655,4184,3152
1656,4184,1081
1657,4184,653
1658,4184,2668
1659,4184,48
1660,4184,920
1661,4184,224
1662,4184,3097
1663,4184,400
1664,4184,2645
1665,4184,1525
1666,4184,2709
1667,4184,1505
1668,4184,2912
1669,1136,515
1670,1136,3152
1671,1136,1465
1672,1136,2928
1673,1136,80
1674,1136,757
1675,1136,920
1676,1136,224
1677,1136,3097
1678,1136,1812
1679,1136,588
1680,1136,257
1681,1136,2960
1682,1136,2912
1683,1136,1387
1684,1136,635
1685,1136,2724
1686,1136,1147
1687,1136,1796
1688,1136,2424
1689,1136,2664
1690,1136,2737
1691,1136,1213
1692,1136,3057
1693,1136,3019
1694,1136,1525
1695,1136,2734
1696,1136,440
1697,849,670
1698,849,1191
1699,849,28
1700,849,2157
1701,849,2928
1702,849,1661
1703,849,1777
1704,849,920
1705,849,224
1706,849,810
1707,849,1102
1708,849,588
1709,849,486
1710,849,2549
1711,849,2524
1712,849,257
1713,849,2912
1714,849,2502
1715,849,635
1716,849,83
1717,849,569
1718,849,139
1719,849,1912
1720,849,1796
1721,849,276
1722,849,2501
1723,849,1213
1724,849,1525
1725,1855,194
1726,1855,619
1727,1855,2801
1728,1855,653
1729,1855,2243
1730,1855,2063
1731,1855,920
1732,1855,224
1733,1855,3097
1734,1855,0
1735,1855,1195
1736,1855,276
1737,1855,2362
1738,3329,2069
1739,3329,2864
1740,3329,794
1741,3329,653
1742,3329,1944
1743,3329,2282
1744,3329,920
1745,3329,224
1746,3329,3097
1747,3329,1132
1748,3329,11
1749,3329,2709
1750,3329,1895
1751,3329,139
1752,3329,569
1753,3329,3054
1754,3329,859
1755,3329,584
1756,3329,1228
1757,3329,2478
1758,3329,1570
1759,3329,2656
1760,3329,1992
1761,3329,276
1762,3329,436
1763,3329,1548
1764,3329,2677
1765,3329,1147
1766,3329,763
1767,3329,2178
1768,3329,2661
1769,821,1726
1770,821,2060
1771,821,1902
1772,821,861
1773,821,213
1774,821,3164
1775,821,920
1776,821,224
1777,821,3097
1778,821,0
1779,821,1013
1780,821,440
1781,821,569
1782,821,276
1783,821,1147
1784,3088,1121
