,first,second,jaccard_coeff,overlap_coeff,jaccard_genre_sim
12865,98,1095,0.027568921,0.289473683,0.023898035
12909,395,1585,0.0,0.0,0.003031615
12944,364,6434,0.014336918,0.129032254,0.006079027
12976,364,9280,0.007751938,0.25,0.004343105
13040,42,8271,0.086419754,0.162790701,0.001323627
13041,42,8769,0.0132626,0.111111112,0.007392473
13072,343,8470,0.037593983,0.098684214,0.001980198
13104,25,2603,0.043478262,0.111111112,0.012810248
13152,432,8753,0.005202914,0.333333343,0.012903226
13216,113,9384,0.018518519,0.081081077,0.0
13232,251,1759,0.209090903,0.489361703,0.001450958
13233,251,2512,0.097014926,0.213114753,0.00203193
13248,220,8665,0.057915058,0.12931034,0.004095563
13264,304,39,0.009708738,0.032258064,0.002739726
13280,430,9260,0.005025126,0.5,0.017656501
13296,194,7216,0.012526096,0.092307694,0.015299027
13328,269,4929,0.072072074,0.32432431,0.005025126
13329,269,5270,0.063400574,0.255813956,0.0
13392,220,7602,0.02631579,0.068965517,0.00947226
13440,99,1365,0.046511628,0.095238097,0.01084991
13441,99,7184,0.030769231,0.095238097,0.005141388
13442,99,7381,0.0,0.0,0.040892195
13456,136,2503,0.0,0.0,0.002493766
13472,216,9271,0.0,0.0,0.0
13488,79,7159,0.020270269,0.375,0.014150944
13504,82,5387,0.042410713,0.59375,0.008820287
13536,251,6878,0.111764707,0.220930234,0.004302926
13584,81,2063,0.011904762,0.055555556,0.007042253
13600,398,2719,0.056074765,0.13636364,0.008255564
13616,300,3301,0.028985508,0.06666667,0.0
13648,275,2503,0.0,0.0,0.012326657
13664,385,3741,0.013333334,0.071428575,0.018492177
13680,161,3133,0.007874016,0.071428575,0.00477707
13696,388,1726,0.0,0.0,0.03201348
13697,388,2554,0.03773585,0.079999998,0.022835394
13728,95,2295,0.03846154,0.142857149,0.006568145
13760,430,1381,0.002518892,0.5,0.005291005
13776,430,5990,0.012019231,0.200000003,0.012455516
13792,101,685,0.014234875,0.035714287,0.0
13824,251,4490,0.124087594,0.25,0.003141062
13825,251,4918,0.071428575,0.209302321,0.005920496
13840,32,2816,0.007446016,0.5,0.014874142
13841,32,5761,0.03125,0.200000003,0.00065445
13856,39,8862,0.027777778,0.161290318,0.007142857
13872,387,2370,0.078651689,0.269230783,0.017376194
13904,430,1095,0.036437247,0.072580643,0.037388097
13920,395,9210,0.0,0.0,0.004973063
13921,395,9319,0.071428575,0.206896558,0.001282051
13968,477,2554,0.06666667,0.13333334,0.004420866
13984,194,7924,0.039647575,0.138461545,0.021814007
14000,82,9328,0.012793177,0.150000006,0.00660793
14016,84,2463,0.0,0.0,0.005747126
14032,232,4927,0.016600791,0.524999976,0.010152284
14048,387,5214,0.0,0.0,0.002798507
14064,309,4017,0.026595745,0.104166664,0.009876544
14080,82,1771,0.066420667,0.125,0.002444988
14096,269,7258,0.07333333,0.56410259,0.001966568
14112,153,8366,0.008,0.016393442,0.003369272
14113,153,8700,0.015714286,0.169230774,0.008751262
14114,153,8753,0.011952192,0.184615389,0.017880796
14128,414,6232,0.021505376,0.06666667,0.002669514
14144,251,2666,0.083769634,0.186046511,0.003192107
14145,251,3136,0.048582997,0.139534891,0.002030751
14176,188,7980,0.078324229,0.172000006,0.010204081
14192,60,3703,0.037500001,0.09375,0.001964637
14224,121,7889,0.028248588,0.06666667,0.003745318
14240,430,6634,0.011990407,0.192307696,0.060439561
14304,315,1402,0.006134969,0.111111112,0.006410256
14368,225,9031,0.083333336,0.285714298,0.0
14384,225,2914,0.016534867,0.403508782,0.004520796
14448,110,1402,0.033854168,0.149425283,0.007182762
14464,269,8556,0.079754598,0.376811594,0.005830904
14528,269,8506,0.068027213,0.645161271,0.00204918
14624,364,2230,0.013937282,0.102564104,0.011600928
14640,109,2816,0.006646972,0.300000012,0.012775018
14641,109,3173,0.016646849,0.466666669,0.006912442
14656,42,777,0.0,0.0,0.0
14657,42,1986,0.08421053,0.177777782,0.005376344
14672,278,2816,0.026734104,0.420454532,0.023970498
14673,278,3173,0.026996626,0.272727281,0.017060367
14688,464,3855,0.014184397,0.285714298,0.006128703
14720,404,681,0.058139537,0.111111112,0.001383126
14752,42,3096,0.067415729,0.13333334,0.00338983
14753,42,6174,0.017857144,0.06666667,0.005449591
14768,220,3161,0.030303031,0.200000003,0.003526093
14784,382,6587,0.01923077,0.083333336,0.004416094
14785,382,6690,0.036649216,0.170731708,0.004970179
14786,382,6904,0.072072074,0.390243888,0.004052685
14800,365,7840,0.007575758,0.200000003,0.00998004
14816,94,5493,0.024752475,0.05102041,0.002684564
14832,82,2279,0.015873017,0.538461566,0.003942181
14848,156,9402,0.024193548,0.214285716,0.01897019
14864,174,2816,0.008202834,0.578947365,0.011443959
14880,364,2816,0.066621803,0.392857134,0.007042253
14896,2,2816,0.008202834,0.578947365,0.011183957
14912,153,6270,0.018248174,0.07692308,0.002023609
14928,88,2816,0.008995502,0.923076928,0.020169852
14944,343,4974,0.007518797,0.333333343,0.001730104
14960,430,1854,0.012254902,0.294117659,0.030120483
14961,430,2093,0.009803922,0.25,0.031339031
14992,35,2816,0.007457122,0.555555582,0.007747648
15008,430,623,0.006741573,0.057692308,0.017825311
15009,430,696,0.007109005,0.103448279,0.036596522
15024,112,7301,0.013157895,0.400000006,0.00095511
15025,113,1030,0.123809524,0.351351351,0.004237288
15040,364,5375,0.036544852,0.183333337,0.006593407
15056,395,4050,0.013513514,0.071428575,0.002528445
15070,395,4353,0.069444448,0.3125,0.001711596
15072,16,5904,0.061728396,0.208333328,0.010947168
15073,16,7047,0.056537103,0.333333343,0.019810896
15088,269,2816,0.143665954,0.717314482,0.010887772
15089,269,2823,0.056818184,0.224719107,0.0
15104,32,8468,0.002717391,0.050000001,0.00260078
15105,32,8753,0.002063984,0.100000001,0.011578306
15120,60,1642,0.041139241,0.254901975,0.007858546
15152,279,4754,0.025974026,0.176470593,0.00456621
15168,120,3234,0.016574586,0.140625,0.0
15169,120,4038,0.031120332,0.46875,0.001356852
15170,120,4377,0.025,0.078125,0.001216545
15200,382,2708,0.153061226,0.365853667,0.013016158
15201,382,3139,0.074074075,0.195121944,0.03183024
15296,351,8614,0.001536098,0.142857149,0.033726811
15360,343,7980,0.088288285,0.187022895,0.006451613
15361,343,7985,0.021818181,0.315789461,0.0
15440,343,525,0.023411371,0.159090906,0.018227531
15488,251,7162,0.085185185,0.267441869,0.000287936
15489,251,8287,0.05751634,0.511627913,0.001443418
15490,251,9080,0.224489793,0.383720934,0.011506556
15584,194,116,0.057742782,0.338461548,0.007177033
15616,395,7162,0.015151516,0.065573767,0.001282599
15617,395,7429,0.009708738,0.023255814,0.012929442
15618,395,7564,0.00990099,0.024390243,0.010526316
15619,395,7638,0.009803922,0.023809524,0.01675042
15620,395,9142,0.01980198,0.047619049,0.003706754
15632,94,2816,0.043415342,0.550458729,0.003285871
15633,94,3072,0.088,0.407407403,0.005167959
15709,238,3900,0.007633588,0.068965517,0.007751938
15792,430,6070,0.055825241,0.589743614,0.004032258
20736,153,617,0.057877813,0.27692309,0.005668556
20750,153,1698,0.01242236,0.030769231,0.0074551
21072,696,430,0.007109005,0.103448279,0.036596522
21696,777,42,0.0,0.0,0.0
22096,679,1768,0.0,0.0,0.02118003
23022,675,3096,0.0,0.0,0.002910361
23168,986,940,0.0,0.0,0.048106447
23504,806,9267,0.054545455,0.115384616,0.001756697
23664,586,5355,0.0625,0.150943398,0.005347594
23824,782,269,0.021604938,0.145833328,0.001937984
24400,617,7418,0.031802122,0.321428567,0.00952381
24401,617,7685,0.101307191,0.234848484,0.0
24671,506,8803,0.01493652,0.571428597,0.002484472
24864,556,3173,0.009626956,0.571428597,0.006116208
24912,832,3520,0.0,0.0,0.004244205
24944,695,2914,0.008639309,0.272727281,0.012750455
25120,505,2865,0.0,0.0,0.00210837
25121,506,181,0.0,0.0,0.020588236
26656,721,1054,0.045787547,0.438596487,0.0
26672,728,4237,0.119999997,0.236842111,0.05952381
26704,523,1550,0.020477816,0.200000003,0.002919708
26800,840,9340,0.0,0.0,0.0
26801,841,2816,0.006731488,0.692307711,0.033846155
26816,604,8753,0.004873294,0.0625,0.007092198
27008,526,795,0.157894731,0.5,0.004395605
27264,527,8614,0.013119534,0.180000007,0.026002167
27392,525,5141,0.052631579,0.181818187,0.007304602
27424,502,2816,0.016886931,0.442307681,0.006514658
27440,787,1135,0.070422538,0.333333343,0.007462686
27488,681,404,0.058139537,0.111111112,0.001383126
27504,523,7493,0.060606062,0.400000006,0.005087209
27505,523,8753,0.007186858,0.233333334,0.007097232
27792,613,6423,0.055555556,0.200000003,0.01076716
27808,685,101,0.014234875,0.035714287,0.0
27936,675,5117,0.011235955,0.055555556,0.000882094
27937,675,8121,0.032967035,0.25,0.001171646
28144,770,6220,0.009345794,0.020833334,0.01993704
28224,1017,7429,0.015384615,0.043478262,0.006722689
28304,506,3126,0.054131053,0.54285717,0.017301038
28336,1045,1309,0.030769231,0.083333336,0.024242423
28416,711,2733,0.096345514,0.659090936,0.008403362
28417,711,3088,0.004739337,0.022727273,0.002886003
28448,1003,9171,0.075000003,0.209302321,0.026829269
28560,1043,2816,0.031069364,0.457446814,0.026863085
28656,980,1095,0.056701031,0.578947365,0.030186608
28720,972,844,0.208333328,0.428571433,0.0
28864,844,972,0.208333328,0.428571433,0.0
28960,527,6409,0.06666667,0.166666672,0.004120879
29296,1054,721,0.045787547,0.438596487,0.0
29328,594,8794,0.01369863,0.033333335,0.004982207
29360,508,7413,0.129629627,0.333333343,0.006650544
29424,683,98,0.021739131,0.052631579,0.028186275
29456,753,6163,0.0,0.0,0.015781922
29536,661,8753,0.010351967,0.400000006,0.00570676
29568,1043,4017,0.091324203,0.212765962,0.007594937
29792,525,343,0.023411371,0.159090906,0.018227531
29824,796,1788,0.051282052,0.25,0.003472222
29856,953,5362,0.0,0.0,0.015075377
29904,644,8916,0.0,0.0,0.021113243
29952,621,7062,0.018867925,0.071428575,0.006329114
30112,1030,113,0.123809524,0.351351351,0.004237288
30464,790,2096,0.086021505,0.159999996,0.002898551
30480,893,7609,0.023809524,0.079999998,0.004504505
30512,650,7867,0.006329114,0.090909094,0.025925925
30542,940,986,0.0,0.0,0.048106447
30688,790,7617,0.089552239,0.360000014,0.003472222
30704,844,3332,0.01923077,0.055555556,0.0
31024,653,6815,0.079999998,0.16438356,0.0
31152,1095,4009,0.070776254,0.319587618,0.00130039
31153,1095,4017,0.06818182,0.22758621,0.009070295
31408,952,2262,0.006329114,0.166666672,0.007407407
31632,978,1941,0.125,0.222222224,0.026373627
31633,978,2547,0.272727281,0.441176474,0.018218623
31634,978,2914,0.003602305,0.138888896,0.006355932
32032,938,2816,0.0,0.0,0.007017544
32033,938,5358,0.0,0.0,0.006882989
32173,617,153,0.057877813,0.27692309,0.005668556
32208,594,1136,0.036363635,0.15384616,0.001446132
32209,594,2874,0.050847456,0.166666672,0.007762879
32528,1090,4017,0.019480519,0.25,0.010964912
32592,942,9281,0.07692308,0.206896558,0.008976661
32656,683,2914,0.018011527,0.446428567,0.019178081
32720,623,430,0.006741573,0.057692308,0.017825311
33056,1030,3034,0.033653848,0.086419754,0.00122549
33456,795,526,0.157894731,0.5,0.004395605
33488,1325,6334,0.064285718,0.449999988,0.003115265
33504,1095,980,0.056701031,0.578947365,0.030186608
33872,756,4164,0.0,0.0,0.001102536
33920,806,6163,0.009433962,0.03846154,0.013617961
34208,1136,594,0.036363635,0.15384616,0.001446132
34608,1095,6754,0.022784811,0.28125,0.019480519
34944,1095,4550,0.037220843,0.326086968,0.006265664
35536,1044,6685,0.120567374,0.223684207,0.005555556
35568,1327,5342,0.007575758,0.25,0.006578947
35696,1291,251,0.014705882,0.03846154,0.009975063
36240,1095,5493,0.056179777,0.255102038,0.005018821
36272,1095,8285,0.045662101,0.232558146,0.003190811
36273,1095,8386,0.028301887,0.1875,0.003234153
36736,1135,787,0.070422538,0.333333343,0.007462686
37520,1320,8658,0.009708738,0.02631579,0.005504587
37521,1320,9405,0.041237112,0.114285715,0.003539823
37664,1114,1464,0.04587156,0.151515156,0.003424658
38176,1490,4788,0.117647059,0.351999998,0.0
38336,1237,1615,0.0,0.0,0.004849661
38384,1095,6337,0.024630541,0.227272734,0.00260078
38448,1199,3326,0.101123594,0.333333343,0.06334842
38480,1095,3855,0.040983606,0.14705883,0.003194888
38481,1095,3878,0.024509804,0.217391297,0.006879299
38656,1095,2300,0.011904762,0.094339624,0.004441625
38752,1115,2218,0.0,0.0,0.0
39104,770,7322,0.0,0.0,0.037683822
39168,1202,9417,0.017964073,0.214285716,0.011363637
39344,1320,4159,0.022727273,0.083333336,0.010309278
39616,1365,99,0.046511628,0.095238097,0.01084991
39840,1095,6109,0.002666667,0.25,0.005053695
40432,1095,7218,0.051980197,0.396226406,0.002544529
40544,1311,5893,0.009426552,0.428571433,0.007281553
41328,1193,7322,0.129032254,0.244897962,0.003058104
41376,1094,8519,0.01953125,0.135135129,0.008417509
41712,1454,5299,0.053333335,0.137931034,0.002427184
42080,1309,1045,0.030769231,0.083333336,0.024242423
42208,1423,3900,0.02631579,0.184210524,0.036585364
42832,1095,98,0.027568921,0.289473683,0.023898035
43120,1355,6366,0.044943821,0.171428576,0.009090909
43536,1410,8614,0.010687022,0.411764711,0.007058823
44480,1490,1453,0.049418606,0.25,0.010204081
44560,1264,2343,0.222222224,0.666666687,0.002131287
44592,1095,225,0.028776979,0.210526317,0.019018134
44593,1095,430,0.036437247,0.072580643,0.037388097
44912,1381,430,0.002518892,0.5,0.005291005
45136,1464,1114,0.04587156,0.151515156,0.003424658
45152,1585,395,0.0,0.0,0.003031615
45312,1542,7159,0.117346942,0.302631587,0.010079194
45792,1453,1490,0.049418606,0.25,0.010204081
45984,1436,7373,0.094696969,0.185185179,0.0
46000,1584,7322,0.00729927,0.035714287,0.039370079
46240,1550,523,0.020477816,0.200000003,0.002919708
46896,1554,5893,0.003912363,0.192307696,0.004310345
47808,1542,4566,0.163793102,0.322033912,0.00779896
48048,1490,3340,0.04040404,0.134453788,0.005263158
48272,1348,8753,0.008298756,0.380952388,0.016691957
48640,1664,4138,0.00754717,0.166666672,0.0
49296,1309,7353,0.09375,0.222222224,0.016064256
49488,1454,7111,0.028248588,0.15625,0.003831418
49536,1696,4418,0.004950495,0.011904762,0.0
49552,1554,8262,0.006999125,0.307692319,0.0
50080,1728,3028,0.0,0.0,0.011904762
50176,1101,2733,0.042207792,0.371428579,0.016102394
50177,1101,2816,0.011086474,0.428571433,0.008485363
50178,1101,4957,0.033248082,0.371428579,0.008089888
50179,1101,5474,0.03065134,0.22857143,0.000452899
50189,1101,3173,0.015348288,0.371428579,0.005782918
50190,1101,3901,0.028169014,0.057142857,0.007045355
50592,1759,251,0.209090903,0.489361703,0.001450958
50608,1615,1237,0.0,0.0,0.004849661
50752,1402,110,0.033854168,0.149425283,0.007182762
50753,1402,315,0.006134969,0.111111112,0.006410256
51568,1525,1990,0.045454547,0.200000003,0.0
53632,1698,153,0.01242236,0.030769231,0.0074551
53920,1642,60,0.041139241,0.254901975,0.007858546
54544,1607,8230,0.028846154,0.071428575,0.005235602
54545,1607,8911,0.024096385,0.061538462,0.008179959
55184,1726,388,0.0,0.0,0.03201348
55312,1745,4543,0.087719299,0.227272734,0.0
55360,1758,7486,0.020689655,0.107142858,0.00390625
55552,1815,2914,0.003668379,0.454545468,0.0
56960,1663,4547,0.096989967,0.216417909,0.008274232
57152,1821,2914,0.021398002,0.400000006,0.0
58672,1691,2914,0.05503979,0.354700863,0.002232143
58880,1884,2499,0.083333336,0.263157904,0.022929937
58912,1758,7679,0.051136363,0.138461545,0.005376344
59024,1920,8127,0.050847456,0.230769232,0.00621118
59120,2032,6309,0.006944444,0.035714287,0.0
59312,1825,5474,0.013422819,0.05882353,0.031446543
59357,1854,430,0.012254902,0.294117659,0.030120483
59456,1999,9057,0.007866274,0.156862751,0.0
59552,1788,796,0.051282052,0.25,0.003472222
59616,1665,3173,0.028409092,0.3125,0.013559322
59728,1941,978,0.125,0.222222224,0.026373627
60336,1820,3131,0.088235296,0.307692319,0.002781641
60352,1771,82,0.066420667,0.125,0.002444988
60592,1644,3034,0.019108281,0.115384616,0.002439024
60784,1771,8614,0.038572807,0.09259259,0.019396551
61200,1771,4766,0.0,0.0,0.0
61360,1992,6163,0.0,0.0,0.001984127
61472,1768,679,0.0,0.0,0.02118003
61473,1768,3719,0.015873017,0.071428575,0.002116402
61474,1768,4113,0.045454547,0.111111112,0.003215434
62048,1894,3608,0.012658228,0.05882353,0.002409639
62384,1990,1525,0.045454547,0.200000003,0.0
62832,2130,4440,0.015384615,0.041666668,0.011273957
62864,1948,6163,0.01010101,0.052631579,0.005706134
62880,1874,3126,0.01728395,0.090909094,0.004310345
62992,2093,430,0.009803922,0.25,0.031339031
63040,1663,6280,0.020512821,0.061538462,0.004201681
63248,1840,4757,0.017391304,0.06666667,0.025806451
63376,2002,2708,0.155844152,0.70588237,0.006947891
63377,2002,6690,0.054545455,0.529411793,0.002234637
63824,2008,3139,0.141176477,0.545454562,0.044575274
64048,1986,42,0.08421053,0.177777782,0.005376344
64432,2002,9296,0.173913047,0.70588237,0.001104362
64656,2129,2661,0.0,0.0,0.007952286
64864,2081,8251,0.109890111,0.357142866,0.005464481
65680,2063,81,0.011904762,0.055555556,0.007042253
66736,1771,177,0.126153842,0.273333341,0.00304878
66896,1974,7602,0.004784689,0.071428575,0.010452962
67216,2173,8614,0.013803681,0.5625,0.028395062
67552,2182,7308,0.046511628,0.162162155,0.003777148
68048,2096,790,0.086021505,0.159999996,0.002898551
68496,2210,9178,0.023076924,0.075000003,0.0
69024,2093,8497,0.06666667,0.125,0.017142856
69568,2359,181,0.022727273,0.166666672,0.033562824
69872,2295,95,0.03846154,0.142857149,0.006568145
70496,2130,266,0.018181818,0.041666668,0.004360465
70672,2238,8262,0.001771479,0.333333343,0.001231527
70832,2356,2882,0.007042253,0.055555556,0.0
71248,2218,1115,0.0,0.0,0.0
71520,2281,2259,0.010362694,0.064516127,0.009009009
71521,2281,2285,0.072243348,0.161016956,0.024630541
71840,2279,82,0.015873017,0.538461566,0.003942181
72352,2452,5650,0.064853556,0.861111104,0.021505376
72704,2283,3126,0.064425774,0.51111114,0.031428572
74672,2300,1095,0.011904762,0.094339624,0.004441625
74704,2302,6977,0.011627907,0.047619049,0.006451613
74705,2302,7353,0.021978023,0.074074075,0.005555556
74976,2465,3260,0.0,0.0,0.0
75232,2259,2281,0.010362694,0.064516127,0.009009009
75296,2370,387,0.078651689,0.269230783,0.017376194
75392,2381,6512,0.046728972,0.208333328,0.012578616
75872,2230,364,0.013937282,0.102564104,0.011600928
76480,2489,9080,0.084033616,0.285714298,0.007267442
77248,2463,84,0.0,0.0,0.005747126
77280,2552,76,0.016129032,0.05882353,0.020255864
77328,2262,952,0.006329114,0.166666672,0.007407407
78144,2425,4361,0.018072288,0.126760557,0.001424501
78304,2436,8257,0.131097555,0.275641024,0.005617978
78560,2554,388,0.03773585,0.079999998,0.022835394
78561,2554,477,0.06666667,0.13333334,0.004420866
78576,2454,2919,0.095785439,0.204918027,0.012269938
78672,2390,6494,0.028571429,0.079999998,0.0
78768,2503,136,0.0,0.0,0.002493766
78769,2503,275,0.0,0.0,0.012326657
78800,2343,1264,0.222222224,0.666666687,0.002131287
78864,2535,7047,0.048507463,0.433333337,0.010178117
78960,2512,251,0.097014926,0.213114753,0.00203193
79168,2285,2281,0.072243348,0.161016956,0.024630541
79360,2645,4385,0.012345679,0.15384616,0.023316063
80448,2509,5552,0.055172414,0.119402982,0.0
80512,2499,1884,0.083333336,0.263157904,0.022929937
81216,2547,978,0.272727281,0.441176474,0.018218623
82272,2642,7159,0.029585799,0.161290318,0.027363185
82384,2636,8911,0.028277636,0.104761906,0.002415459
82832,2603,25,0.043478262,0.111111112,0.012810248
83392,2698,5500,0.039215688,0.125,0.017241379
83696,2616,5089,0.0,0.0,0.002066116
84656,2533,110,0.052380953,0.126436785,0.0025
84768,2666,251,0.083769634,0.186046511,0.003192107
85056,2661,2129,0.0,0.0,0.007952286
85552,2753,7840,0.046082951,0.285714298,0.004048583
85616,2733,76,0.053968254,0.369565219,0.021621622
86032,2816,8513,0.034789044,0.72307694,0.0
86768,2733,711,0.096345514,0.659090936,0.008403362
86769,2733,1101,0.042207792,0.371428579,0.016102394
87952,2816,7499,0.03660322,0.602409661,0.008860759
88128,2737,3032,0.007029877,0.121212125,0.0
88864,2733,5342,0.038580246,0.087412588,0.002512563
89007,2780,7184,0.05882353,0.130434781,0.0
89168,2816,841,0.006731488,0.692307711,0.033846155
89232,2708,2002,0.155844152,0.70588237,0.006947891
89264,2708,382,0.153061226,0.365853667,0.013016158
89776,2816,3185,0.020833334,0.717948735,0.057017542
90016,2816,5777,0.005247376,0.875,0.006972112
90108,2719,398,0.056074765,0.13636364,0.008255564
90432,2914,225,0.016534867,0.403508782,0.004520796
90560,2816,3611,0.005192878,0.318181813,0.021084337
90656,2867,5208,0.064935066,0.238095239,0.0
90928,2914,978,0.003602305,0.138888896,0.006355932
90944,2839,4051,0.044362292,0.319999993,0.007246377
91120,2816,269,0.143665954,0.717314482,0.010887772
91121,2816,278,0.026734104,0.420454532,0.023970498
91152,2743,8806,0.006134969,0.03846154,0.003683241
91168,2839,7297,0.069965869,0.299270064,0.011299435
91616,2783,4957,0.025316456,0.277777791,0.010810811
91632,2816,938,0.0,0.0,0.007017544
91824,2823,269,0.056818184,0.224719107,0.0
91920,2816,1043,0.031069364,0.457446814,0.026863085
91933,2816,1101,0.011086474,0.428571433,0.008485363
92096,2816,2,0.008202834,0.578947365,0.011183957
92097,2816,28,0.001495886,0.333333343,0.031111112
92098,2816,32,0.007446016,0.5,0.014874142
92099,2816,35,0.007457122,0.555555582,0.007747648
92432,2816,7443,0.014958863,0.833333313,0.009036144
92816,2914,8519,0.010144928,0.378378391,0.00273224
93024,2816,4677,0.042052746,0.457364351,0.009230769
93440,2816,502,0.016886931,0.442307681,0.006514658
93504,2839,5449,0.067503922,0.226315796,0.0
93600,2839,4991,0.023765996,0.18571429,0.007751938
93616,2914,5474,0.087491453,0.547008574,0.022443891
93840,2914,8806,0.010964912,0.576923072,0.011862396
93841,2914,8818,0.002183406,0.150000006,0.0025
93968,2874,594,0.050847456,0.166666672,0.007762879
94288,2914,695,0.008639309,0.272727281,0.012750455
94368,2816,87,0.011021308,0.348837197,0.016564952
94369,2816,88,0.008995502,0.923076928,0.020169852
94370,2816,94,0.043415342,0.550458729,0.003285871
94371,2816,109,0.006646972,0.300000012,0.012775018
94372,2816,174,0.008202834,0.578947365,0.011443959
94592,2816,4547,0.054558013,0.407216489,0.015334063
94736,2914,683,0.018011527,0.446428567,0.019178081
94752,2816,364,0.066621803,0.392857134,0.007042253
94768,2816,3324,0.010439971,0.636363626,0.018549748
95296,2914,9384,0.030534351,0.34375,0.006479482
95632,2816,5040,0.008178439,0.478260875,0.007035176
95712,2919,2454,0.095785439,0.204918027,0.012269938
95904,2914,4794,0.010869565,0.394736856,0.0
95920,2882,2356,0.007042253,0.055555556,0.0
96352,2914,6455,0.003663004,0.384615391,0.005434783
96416,2914,4486,0.014566642,0.555555582,0.005181347
96464,2982,3828,0.047979798,0.463414639,0.0
96816,2914,1691,0.05503979,0.354700863,0.002232143
97360,2914,7936,0.039446365,0.393103451,0.008714597
97424,3028,1728,0.0,0.0,0.011904762
97760,2865,505,0.0,0.0,0.00210837
97808,2914,1815,0.003668379,0.454545468,0.0
97809,2914,1821,0.021398002,0.400000006,0.0
98928,2816,3816,0.008112094,0.323529422,0.0
98929,2816,3859,0.002235469,0.25,0.040590405
98930,2816,3939,0.006746626,0.899999976,0.01438849
99024,3032,2737,0.007029877,0.121212125,0.0
99200,3088,711,0.004739337,0.022727273,0.002886003
99328,2816,7180,0.039531481,0.620689631,0.006279435
99920,2946,7180,0.069620252,0.134146348,0.013289036
99936,3096,42,0.067415729,0.13333334,0.00338983
100432,3173,1665,0.028409092,0.3125,0.013559322
100592,3126,1874,0.01728395,0.090909094,0.004310345
100640,3131,1820,0.088235296,0.307692319,0.002781641
100816,3072,94,0.088,0.407407403,0.005167959
100864,2914,3133,0.004395605,0.428571433,0.008781559
101312,3173,278,0.026996626,0.272727281,0.017060367
101840,3234,3945,0.007220217,0.057142857,0.0
102032,3161,220,0.030303031,0.200000003,0.003526093
102176,3034,8395,0.044025157,0.21875,0.001146789
102336,3034,7308,0.064220183,0.142857149,0.048926014
102816,3126,7738,0.042666666,0.285714298,0.001385042
102896,3133,161,0.007874016,0.071428575,0.00477707
103200,3126,6430,0.01179941,0.5,0.010704728
103294,3034,1644,0.019108281,0.115384616,0.002439024
103408,3139,2008,0.141176477,0.545454562,0.044575274
103488,3173,8492,0.034564957,0.674418628,0.035433073
103568,3136,251,0.048582997,0.139534891,0.002030751
103648,3080,5274,0.034883723,0.333333343,0.011705685
104000,3224,6564,0.03164557,0.073529415,0.014084507
104080,3126,506,0.054131053,0.54285717,0.017301038
104128,3139,382,0.074074075,0.195121944,0.03183024
104336,3173,556,0.009626956,0.571428597,0.006116208
104832,3080,7168,0.024464833,0.533333361,0.008353222
105104,3138,6230,0.083532222,0.286885232,0.0
106048,3034,1030,0.033653848,0.086419754,0.00122549
107056,3150,5358,0.001821494,0.25,0.00913242
107424,3126,2283,0.064425774,0.51111114,0.031428572
107584,3324,2816,0.010439971,0.636363626,0.018549748
