,jaccard_genre_sim,second,first
535,0.004347826,3097,1865
536,0.005194805,3097,959
537,0.007839722,3097,522
538,0.003469211,3097,1830
539,0.00954033,3097,1438
540,0.006071119,3097,115
541,0.006081668,3097,431
542,0.003442341,3097,1385
543,0.006055363,3097,1257
544,0.084745765,691,1666
545,0.086956523,691,488
546,0.032258064,691,1787
547,0.070422538,691,1726
548,0.089285716,691,1416
549,0.0,691,2566
550,0.018766755,691,2362
551,0.068965517,691,1287
552,0.010416667,691,1828
553,0.029850746,691,1423
554,0.0,691,600
555,0.032258064,691,1643
556,0.06849315,691,560
557,0.086206898,691,1280
558,0.032786883,691,656
559,0.084745765,691,116
560,0.019656019,188,139
561,0.021196064,188,224
562,0.072463766,188,259
563,0.053435113,188,1607
564,0.0,188,1912
565,0.109090909,188,1359
566,0.017575758,188,920
567,0.029126214,188,1108
568,0.15625,188,413
569,0.126315787,188,1594
570,0.090909094,188,1523
571,0.084745765,188,1385
572,0.060465116,188,1764
573,0.01029601,188,861
574,0.135593221,188,513
575,0.180000007,188,229
576,0.009296149,297,861
577,0.0,297,2770
578,0.01858736,297,802
579,0.0,2307,396
580,0.0,2307,678
581,0.0,2307,1202
582,0.0,2307,292
583,0.0,2307,572
584,0.027027028,2307,1276
585,0.0,2307,593
586,0.0,2307,822
587,0.0,2307,643
588,0.0,2307,1054
589,0.021739131,2307,281
590,0.014084507,2307,1449
591,0.037037037,2307,1735
592,0.018292682,635,498
593,0.004032258,635,55
594,0.057996485,635,1085
595,0.024,635,1129
596,0.016032064,635,1685
597,0.018218623,635,1389
598,0.014084507,635,459
599,0.01010101,635,1674
600,0.010162601,635,1458
601,0.020599252,635,329
602,0.002020202,635,1720
603,0.004008016,635,1825
604,0.028089888,635,1121
605,0.008080808,635,1841
606,0.022727273,635,1670
607,0.02,635,1338
608,0.005190311,3097,631
609,0.004317789,3097,748
610,0.073349632,3097,929
611,0.006908463,3097,778
612,0.006920415,3097,1227
613,0.003454231,3097,610
614,0.001731602,3097,1341
615,0.003457217,3097,909
616,0.006890612,3097,368
617,0.002568493,3097,1878
618,0.003472222,3097,1332
619,0.00779896,3097,1402
620,0.007731959,3097,1805
621,0.003457217,3097,1795
622,0.002875629,3097,1144
623,0.006039689,3097,155
624,0.0,3023,489
625,0.0,3023,1368
626,0.0,3023,1700
627,0.012658228,3023,688
628,0.011363637,3023,704
629,0.0,3023,1043
630,0.0,3023,1492
631,0.0,3023,1313
632,0.0,3023,1061
633,0.012345679,3023,743
634,0.0,3023,1824
635,0.0,3023,1205
636,0.0,3023,587
637,0.0,3023,1426
638,0.0,3023,1776
639,0.0,3023,1414
640,0.0,2204,1426
641,0.0,2204,680
642,0.012658228,2204,939
643,0.004032258,720,635
644,0.004711425,720,2645
645,0.02,720,738
646,0.0,720,2919
647,0.003807107,720,2424
648,0.004651163,720,3152
649,0.025806451,720,1234
650,0.014354067,720,2661
651,0.009259259,720,451
652,0.003880983,720,2737
653,0.005988024,720,2936
654,0.047058824,720,152
655,0.007352941,720,2281
656,0.003457217,764,3097
657,0.002344666,764,2645
658,0.006289308,764,2323
659,0.005299016,764,224
660,0.006067961,764,920
661,0.0,764,2465
662,0.010733453,764,83
663,0.006857143,764,569
664,0.013986014,764,706
665,0.101265825,764,1505
666,0.008438818,764,2927
667,0.029629629,764,802
668,0.003558719,764,2501
669,0.0,764,2605
670,0.0,764,2070
671,0.003629764,764,2549
672,0.0,1775,2724
673,0.007604563,1775,3044
674,0.006060606,1775,224
675,0.00257732,1775,2737
676,0.00667881,1775,920
677,0.137500003,1775,152
678,0.007915568,1775,861
679,0.010733453,1775,83
680,0.013986014,1775,706
681,0.004201681,1775,2927
682,0.003558719,1775,2501
683,0.06779661,1775,1565
684,0.003629764,1775,2549
685,0.032258064,1775,1387
686,0.0,1775,1948
687,0.003649635,1775,2524
688,0.003597122,396,502
689,0.005299016,396,224
690,0.00257732,396,2737
691,0.004848485,396,920
692,0.017123288,396,1108
693,0.0,396,2610
694,0.002840909,396,3054
695,0.021276595,396,1387
696,0.010638298,900,608
697,0.004651163,900,3152
698,0.006329114,900,1234
699,0.0,900,2504
700,0.010309278,900,139
701,0.047619049,900,960
702,0.005464481,900,920
703,0.00660502,900,861
704,0.007220217,1616,760
705,0.012690355,1616,2424
706,0.003623188,1616,1144
707,0.00619195,1616,2323
708,0.053571429,1616,1768
709,0.021551725,1616,48
710,0.03846154,1616,1101
711,0.03846154,1616,245
712,0.013406459,1616,920
713,0.059999999,1616,117
714,0.013422819,1616,1108
715,0.047619049,1616,22
716,0.024390243,1616,438
717,0.01509434,1616,821
718,0.036036037,1616,307
719,0.011627907,1616,160
720,0.042857144,1785,369
721,0.111111112,1785,1442
722,0.011976048,1785,2063
723,0.111111112,1785,862
724,0.014908257,1785,569
725,0.017488075,1785,276
726,0.06779661,1785,577
727,0.03773585,1785,654
728,0.039999999,1785,1603
729,0.03208556,1785,1025
730,0.0,2376,1629
731,0.012244898,220,635
732,0.006962576,220,3097
733,0.045045044,220,213
734,0.00286533,220,2362
735,0.011627907,220,473
736,0.010204081,2362,291
737,0.013477089,2362,1844
738,0.008426966,2362,60
739,0.005730659,2362,1294
740,0.005665722,2362,1813
741,0.011111111,2362,1603
742,0.013404826,2362,1888
743,0.046403714,2362,1907
744,0.00862069,2362,1658
745,0.005747126,2362,1789
746,0.008403362,2362,885
747,0.005665722,2362,1353
748,0.002840909,2362,749
749,0.008695652,2362,1611
750,0.00862069,2362,1595
751,0.033163264,2362,496
752,0.006065201,389,224
753,0.00128866,389,2737
754,0.008310249,389,846
755,0.007294833,389,920
756,0.006535948,389,2409
757,0.010596027,389,861
758,0.01604278,389,257
759,0.008018328,389,569
760,0.011655011,389,706
761,0.063829787,389,1605
762,0.014227643,8,635
763,0.021390375,8,608
764,0.0,8,2300
765,0.018656716,8,760
766,0.026595745,8,929
767,0.018796992,8,1144
768,0.054945055,1121,80
769,0.024390243,1121,889
770,0.043010753,1121,744
771,0.037974682,1121,1761
772,0.058139537,1121,788
773,0.02852349,1121,2501
774,0.07526882,1121,1426
775,0.05952381,1121,790
776,0.011494253,1121,1747
777,0.02247191,1121,898
778,0.029059829,1121,2549
779,0.010752688,1121,187
780,0.050000001,1121,25
781,0.029209621,1121,2524
782,0.054945055,1121,1788
783,0.012048192,1121,974
784,0.009174312,1068,119
785,0.03508772,1068,1281
786,0.071428575,1068,107
787,0.003355705,1068,2814
788,0.004731861,1068,276
789,0.00177305,1068,2501
790,0.0,1068,2414
791,0.001808318,1068,2549
792,0.005208333,1068,1387
793,0.001818182,1068,2524
794,0.0,2335,767
795,0.0,2335,1767
796,0.0,2335,738
797,0.0,2335,244
798,0.0,2335,353
799,0.0,2335,575
800,0.021008404,928,2446
801,0.019512195,928,244
802,0.046875,928,1887
803,0.037433155,928,748
804,0.086009175,928,2424
805,0.020408163,928,857
806,0.005291005,928,357
807,0.026737968,928,345
808,0.047872342,928,1423
809,0.021052632,928,548
810,0.015789473,928,726
811,0.010362694,928,1004
812,0.054054055,928,1897
813,0.054644808,928,973
814,0.025906736,928,1665
815,0.026595745,928,1159
816,0.060150377,1362,1640
817,0.0,1362,2319
818,0.097826086,1362,28
819,0.103092782,1362,353
820,0.029850746,1362,2737
821,0.05952381,1362,46
822,0.024595082,1362,920
823,0.048338369,1362,1108
824,0.049504951,1362,601
825,0.036144577,1362,1433
826,0.037099496,1362,83
827,0.0,1362,2853
828,0.05882353,1362,435
829,0.086956523,1362,758
830,0.009708738,1362,2256
831,0.023809524,1362,480
832,0.0,2764,1367
833,0.014084507,2764,750
834,0.014184397,2764,614
835,0.0,2764,1776
836,0.0,2764,816
837,0.0,2764,970
838,0.0,2764,742
839,0.0,2764,942
840,0.0,2839,1670
841,0.0,2839,742
842,0.0,1109,3051
843,0.0,1109,3103
844,0.0,1109,2142
845,0.01010101,1109,635
846,0.003457217,1109,3097
847,0.023255814,1109,738
848,0.010204081,635,1722
849,0.022312373,635,687
850,0.00811359,635,651
851,0.015810277,635,560
852,0.00811359,635,1911
853,0.010224949,635,976
854,0.073949583,635,1649
855,0.011976048,635,1114
856,0.006109979,635,1741
857,0.012121212,635,1159
858,0.012219959,635,1349
859,0.008016032,635,1483
860,0.014198783,635,1708
861,0.021868788,635,1412
862,0.029182879,635,1333
863,0.122641511,635,436
864,0.018575851,1666,119
865,0.006857143,1666,569
866,0.003367003,1666,2814
867,0.0,1666,2501
868,0.0,1666,2846
869,0.0,1666,2414
870,0.0,1666,2549
871,0.015384615,1666,1195
872,0.0,1666,2524
873,0.0,1579,1085
874,0.008474576,1579,1644
875,0.0,1579,2248
876,0.023809524,1579,231
877,0.003875969,1579,3044
878,0.006640106,1579,861
879,0.009375,1579,119
880,0.03508772,827,768
881,0.015490534,827,83
882,0.015384615,827,145
883,0.012658228,827,3061
884,0.038123168,827,119
885,0.010526316,827,2153
886,0.013422819,827,569
887,0.009375,827,2814
888,0.013803681,827,276
889,0.0,827,2012
890,0.015873017,827,1813
891,0.005319149,827,3054
892,0.030303031,827,704
893,0.02,827,2598
894,0.037671234,827,802
895,0.006837607,827,2501
896,0.005199307,3097,279
897,0.00954033,3097,860
898,0.005231037,3097,1838
899,0.004340278,3097,1219
900,0.005208333,3097,961
901,0.006908463,3097,1246
902,0.012068965,3097,1115
903,0.004299226,3097,1398
904,0.03381234,3097,515
905,0.004310345,3097,264
906,0.002606429,3097,1900
907,0.006878762,3097,1781
908,0.007785467,3097,600
909,0.005199307,3097,1098
910,0.003478261,3097,716
911,0.030638298,3097,670
912,0.016853932,873,1081
913,0.006968641,873,2645
914,0.01,873,2446
915,0.007509387,873,2424
916,0.012195121,873,2323
917,0.029702971,873,1895
918,0.178571433,873,1768
919,0.032786883,873,1649
920,0.029569892,873,436
921,0.017421603,873,803
922,0.0,873,502
923,0.034700315,873,1796
924,0.015723271,873,400
925,0.01055807,873,224
926,0.0,873,2656
927,0.0,873,2178
928,0.0,2764,112
929,0.0,2764,1192
930,0.007692308,2764,1778
931,0.012987013,2764,1888
932,0.0,2764,1303
933,0.0,2764,1267
934,0.0,2764,475
935,0.039130434,2764,704
936,0.0,2764,1399
937,0.007407407,2764,563
938,0.007352941,2764,1336
939,0.0,2764,31
940,0.0,2764,1802
941,0.0,2764,1340
942,0.012820513,2764,682
943,0.020100502,2764,839
944,0.056179777,221,313
945,0.043010753,221,228
946,0.031578947,221,915
947,0.029702971,221,1272
948,0.047058824,221,892
949,0.021052632,221,941
950,0.032230705,221,3097
951,0.008333334,221,3161
952,0.006071645,1461,920
953,0.007926024,1461,861
954,0.01438849,1461,83
955,0.023346303,1461,821
956,0.1875,1461,225
957,0.005357143,1461,2501
958,0.005464481,1461,2549
959,0.005494506,1461,2524
960,0.0,207,119
961,0.0,207,2814
962,0.014285714,207,1535
963,0.001572327,207,276
964,0.0,207,2501
965,0.0,207,2414
966,0.0,207,2549
967,0.0,207,2524
968,0.004340278,824,3097
969,0.010416667,824,2248
970,0.016556291,824,400
971,0.00531511,824,224
972,0.0,824,2928
973,0.004860268,824,920
974,0.007462686,824,2281
975,0.001785714,824,83
976,0.012987013,300,139
977,0.015673982,300,1656
978,0.006079027,300,224
979,0.002583979,300,2928
980,0.00669507,300,920
981,0.00795756,300,861
982,0.100000001,300,911
983,0.014117647,300,706
984,0.008583691,300,2927
985,0.032786883,226,1592
986,0.041025642,226,3051
987,0.015625,226,445
988,0.032786883,226,1709
989,0.016528925,226,988
990,0.064000003,226,922
991,0.039370079,226,555
992,0.022222223,2085,184
993,0.025,2085,727
994,0.005,510,928
995,0.027522936,510,1222
996,0.005154639,510,3097
997,0.007462686,510,1726
998,0.0,510,1867
999,0.02,510,1621
1000,0.007092198,510,751
1001,0.0,510,781
1002,0.025531914,510,48
1003,0.0,510,1593
1004,0.015873017,510,400
1005,0.005263158,510,224
1006,0.0,510,982
1007,0.023809524,510,1137
1008,0.005190311,782,3097
1009,0.02631579,782,1629
1010,0.0,782,2446
1011,0.046875,782,751
1012,0.011406844,782,3044
1013,0.005295007,782,224
1014,0.092307694,782,1095
1015,0.044444446,782,800
1016,0.151515156,782,745
1017,0.009124087,782,920
1018,0.006578947,782,861
1019,0.027131783,782,821
1020,0.006319115,782,276
1021,0.022222223,782,2665
1022,0.004115226,782,653
1023,0.051282052,782,1010
1024,0.003442341,3097,1532
1025,0.004325259,3097,458
1026,0.002595156,3097,1096
1027,0.008403362,3097,51
1028,0.02732707,3097,1762
1029,0.005217392,3097,1413
1030,0.030560272,3097,1640
1031,0.007725322,3097,1206
1032,0.003463204,3097,1316
1033,0.004340278,3097,1364
1034,0.006065858,3097,1766
1035,0.005199307,3097,1816
1036,0.006932409,3097,1906
1037,0.003457217,3097,1680
1038,0.009490941,3097,1599
1039,0.006029285,3097,793
1040,0.072796933,1644,2362
1041,0.016877636,1644,1374
1042,0.046332046,1644,893
1043,0.029288704,1644,250
1044,0.038022812,1644,1287
1045,0.051383398,1644,315
1046,0.03292181,1644,1555
1047,0.01632653,1644,1031
1048,0.012195121,1644,1701
1049,0.008298756,1644,1524
1050,0.060283687,1644,669
1051,0.020408163,1644,467
1052,0.020833334,1644,38
1053,0.025210084,1644,1311
1054,0.016460905,1644,698
1055,0.079234973,1644,2168
1056,0.032786883,1417,269
1057,0.0546875,1417,1391
1058,0.01734104,1417,1656
1059,0.013333334,1417,1974
1060,0.008805032,1417,2737
1061,0.040106952,1417,846
1062,0.05172414,1417,1507
1063,0.021052632,1417,2936
1064,0.01754386,1417,920
1065,0.009433962,1417,1108
1066,0.0,1417,3155
1067,0.014157014,1417,861
1068,0.08139535,1417,1337
1069,0.017857144,1417,791
1070,0.111111112,1417,850
1071,0.016778523,1417,1761
1072,0.033333335,499,1481
1073,0.017094018,499,2424
1074,0.06666667,499,1402
1075,0.06849315,499,1795
1076,0.024,499,670
1077,0.015384615,499,1895
1078,0.030075189,499,436
1079,0.025641026,499,803
1080,0.149253726,499,1448
1081,0.015923567,499,502
1082,0.157142863,499,1097
