,first,second,jaccard_coeff,overlap_coeff,jaccard_genre_sim
11120,1,1666,0.00877193,0.333333343,0.023218574
11136,246,1297,0.021922428,0.684210539,0.018087855
11152,15,85,0.0,0.0,0.005545286
11168,76,305,0.047297299,0.45161289,0.010909091
11169,76,683,0.038961038,0.096774191,0.020990765
11184,153,222,0.057692308,0.111111112,0.06946779
11185,153,743,0.060344826,0.25,0.009520683
11216,127,1717,0.009067358,0.583333313,0.008413462
11232,116,188,0.21192053,0.646464646,0.020797227
11248,127,1910,0.014267186,0.733333349,0.003252032
11264,212,594,0.030769231,0.200000003,0.013196481
11280,349,1666,0.075342469,0.244444445,0.009693054
11296,94,1243,0.103896104,0.666666687,0.009162304
11312,188,814,0.091383815,0.231788084,0.065632455
11328,127,1542,0.005208333,0.800000012,0.013716525
11344,138,1263,0.07272727,0.800000012,0.007697947
11360,35,578,0.026666667,0.400000006,0.00493421
11376,188,946,0.010948905,0.300000012,0.020449897
11392,364,809,0.0,0.0,0.026026025
11408,106,1374,0.059602648,0.202247187,0.002915452
11424,305,675,0.043478262,0.393939406,0.004104368
11440,127,216,0.047919292,0.59375,0.0
11456,404,681,0.03508772,0.239999995,0.001383126
11472,195,1390,0.050359711,0.349999994,0.004662005
11504,390,35,0.047619049,0.423076928,0.013204672
11520,86,188,0.07692308,0.347826093,0.025848143
11536,309,496,0.167420819,0.660714269,0.030567685
11552,340,868,0.062222224,0.349999994,0.001008064
11568,127,601,0.057285182,0.560975611,0.002684564
11584,305,267,0.102209948,0.308333337,0.0
11600,37,16,0.083333336,0.162162155,0.0
11632,50,894,0.057971016,0.347826093,0.004878049
11648,391,751,0.099547513,0.255813956,0.004149378
11680,67,505,0.010940919,0.625,0.009033614
11681,67,506,0.017505471,0.727272749,0.005555556
11696,174,1484,0.047169812,0.121951222,0.001807665
11697,174,1787,0.070484579,0.22857143,0.004600142
11728,398,295,0.160493821,0.361111104,0.001129518
11968,35,477,0.050420169,0.352941185,0.00238806
11969,35,486,0.065843619,0.372093022,0.005966587
12016,267,305,0.102209948,0.308333337,0.0
12017,267,467,0.095163807,0.508333325,0.005050505
12080,106,1050,0.080645159,0.222222224,0.002663116
12081,106,1179,0.133064523,0.370786518,0.002808989
13325,35,1593,0.22947368,0.504629612,0.007029877
13984,66,675,0.15384616,0.5,0.00203666
14000,2,752,0.066037737,0.200000003,0.001258389
14016,127,817,0.056179777,0.569620252,0.003780718
14032,127,287,0.243063256,0.620396614,0.0
14112,92,106,0.030769231,0.088888891,0.013351135
14144,96,446,0.0,0.0,0.026470589
14160,2,1168,0.03846154,0.13333334,0.006087662
14161,2,1241,0.030927835,0.13636364,0.009482418
14176,61,840,0.018867925,0.05882353,0.005476451
14240,116,352,0.146853149,0.323076934,0.008143323
14272,222,153,0.057692308,0.111111112,0.06946779
14288,76,1304,0.04587156,0.161290318,0.020754717
14289,76,1758,0.034063261,0.45161289,0.057420496
14304,195,35,0.110389613,0.269841284,0.018786903
14305,195,63,0.059171598,0.188679248,0.006914434
14306,195,147,0.102222219,0.188524589,0.0
14320,87,680,0.0,0.0,0.020468704
14336,173,1854,0.014285714,0.142857149,0.115898959
14400,398,811,0.119402982,0.470588237,0.029829545
14416,101,814,0.041450776,0.159999996,0.052005943
14432,352,116,0.146853149,0.323076934,0.008143323
14448,61,440,0.03875969,0.083333336,0.003309432
14449,61,565,0.168141589,0.327586204,0.004271223
14464,127,982,0.089570552,0.603305757,0.0
14465,127,985,0.00390625,0.75,0.003703704
14480,173,1270,0.141025648,0.439999998,0.005444646
14481,173,1312,0.113207549,0.222222224,0.0
14496,327,685,0.048780486,0.181818187,0.017114915
14525,127,783,0.006485085,0.555555582,0.002004008
14560,358,661,0.0625,0.150943398,0.004474273
14574,358,764,0.076271184,0.204545453,0.006936416
14576,63,496,0.225961536,0.886792481,0.019332161
14577,63,823,0.125,0.339622647,0.004201681
14592,343,1090,0.017857144,0.052631579,0.026819924
14593,343,1147,0.008583691,0.105263159,0.008316008
14640,68,1148,0.053333335,0.285714298,0.006349206
14641,68,1666,0.05882353,0.5,0.009055628
14656,315,1494,0.140127391,0.709677398,0.009060022
14657,315,1593,0.188940093,0.554054081,0.003558719
14658,315,1654,0.019108281,0.25,0.00536193
14688,96,1034,0.121212125,0.571428597,0.004819277
14689,96,1655,0.170731708,0.5,0.009326424
14720,35,1392,0.123931624,0.617021263,0.002496879
14721,35,1426,0.179104477,0.479999989,0.001237624
14784,35,1195,0.043103449,0.384615391,0.002464572
14785,35,1228,0.022831051,0.625,0.003046923
14816,190,1408,0.123188406,0.346938789,0.00312989
14817,190,1845,0.068376072,0.163265303,0.0
14896,88,1107,0.417910457,0.608695626,0.014884979
14897,88,1199,0.506493509,0.795918345,0.034220532
14912,61,1365,0.037313432,0.07692308,0.007276507
14913,61,1392,0.130841121,0.297872335,0.001689189
14992,9,1422,0.041666668,0.473684222,0.0025
14993,10,505,0.0,0.0,0.080084473
14994,10,1311,0.003344482,0.125,0.046553269
14995,10,1476,0.004975124,0.375,0.003465347
15056,214,806,0.039106146,0.4375,0.003412969
15104,106,92,0.030769231,0.088888891,0.013351135
15105,106,122,0.04587156,0.200000003,0.107569724
15136,340,110,0.25,0.425000012,0.00166113
15152,67,404,0.143396229,0.5,0.0
15168,6,358,0.162962958,0.297297299,0.002392344
15184,110,686,0.038961038,0.085714288,0.002535926
15185,110,777,0.130612239,0.711111128,0.004095004
15216,295,398,0.160493821,0.361111104,0.001129518
15248,174,1136,0.016666668,0.03846154,0.006069261
15249,174,1140,0.041322313,0.089285716,0.028273309
15250,174,1179,0.069387756,0.242857143,0.003221188
15251,174,1279,0.062068965,0.128571436,0.00790798
15296,398,1280,0.052631579,0.137931034,0.020080321
15297,398,1304,0.084615387,0.18965517,0.010711818
15408,25,1170,0.05882353,0.142857149,0.007874016
15409,25,1867,0.0234375,0.272727281,0.006343453
15422,25,1197,0.052631579,0.181818187,0.00591716
15693,239,127,0.007782101,0.600000024,0.001876173
16656,153,777,0.035856575,0.321428567,0.005381769
16657,153,975,0.07692308,0.142857149,0.003997335
16658,153,1415,0.022727273,0.05882353,0.010705922
16659,153,1743,0.113636367,0.238095239,0.023787167
20096,431,1199,0.130434781,0.818181813,0.01897019
23040,649,641,0.108333334,0.200000003,0.00990099
23584,586,1297,0.011904762,0.875,0.0
23648,688,1374,0.162544176,0.46938777,0.0
23728,635,868,0.014778325,0.428571433,0.031690139
23729,636,207,0.032786883,0.102564104,0.005434783
23744,679,628,0.05511811,0.291666657,0.005084746
23984,426,1725,0.070588239,0.5,0.0
24096,587,1337,0.024844721,0.086956523,0.001064963
24560,425,613,0.086956523,0.230769232,0.00487013
24704,832,1476,0.019867551,0.666666687,0.003285151
24750,467,267,0.095163807,0.508333325,0.005050505
24768,555,440,0.092105262,0.304347813,0.012269938
24912,555,1311,0.012861736,0.173913047,0.017948719
25376,681,404,0.03508772,0.239999995,0.001383126
25440,674,150,0.129032254,0.545454562,0.012635379
25472,467,1523,0.030201342,0.5625,0.010452962
25584,696,1466,0.126984134,0.307692319,0.040106952
25632,577,1616,0.028985508,0.333333343,0.016509434
25664,680,87,0.0,0.0,0.020468704
25824,716,605,0.070422538,0.14705883,0.004111842
25825,716,628,0.043824703,0.261904776,0.016419077
25856,601,127,0.057285182,0.560975611,0.002684564
25872,493,1030,0.025316456,0.400000006,0.0
26000,496,309,0.167420819,0.660714269,0.030567685
26016,436,127,0.010376135,0.666666687,0.0041841
26064,477,35,0.050420169,0.352941185,0.00238806
26112,604,1086,0.090452261,0.222222224,0.009404388
26176,864,893,0.041666668,0.146341458,0.028816199
26192,794,1699,0.041666668,0.230769232,0.001113586
26256,868,635,0.014778325,0.428571433,0.031690139
26304,679,496,0.03305785,0.166666672,0.006622517
26320,467,1623,0.025337838,0.600000024,0.013157895
26336,432,877,0.025641026,0.07692308,0.039717562
26352,594,212,0.030769231,0.200000003,0.013196481
26384,589,944,0.118279569,0.289473683,0.003215434
26528,683,76,0.038961038,0.096774191,0.020990765
26544,661,358,0.0625,0.150943398,0.004474273
26624,466,551,0.071428575,0.333333343,0.0
26701,426,1554,0.233333334,0.405797094,0.001669449
26720,496,1195,0.050691243,0.423076928,0.0
26816,595,711,0.030303031,0.200000003,0.005714286
26960,604,439,0.049504951,0.200000003,0.005252101
27088,613,425,0.086956523,0.230769232,0.00487013
27168,496,63,0.225961536,0.886792481,0.019332161
27200,446,1039,0.020833334,0.043478262,0.006920415
27248,598,188,0.046594981,0.519999981,0.022304833
27280,551,163,0.256097555,0.583333313,0.003663004
27328,559,1102,0.132530123,0.323529422,0.003215434
27329,559,1422,0.085972853,0.558823526,0.0
27344,524,127,0.038022812,0.576923072,0.003448276
27392,446,96,0.0,0.0,0.026470589
27437,432,1395,0.188405797,0.464285702,0.004955401
27456,588,464,0.0,0.0,0.041012216
27488,686,110,0.038961038,0.085714288,0.002535926
27520,764,726,0.097087376,0.227272734,0.0
27552,578,35,0.026666667,0.400000006,0.00493421
27584,440,61,0.03875969,0.083333336,0.003309432
27632,464,588,0.0,0.0,0.041012216
27648,440,555,0.092105262,0.304347813,0.012269938
27824,641,628,0.111969113,0.426470578,0.0
27825,641,649,0.108333334,0.200000003,0.00990099
28080,683,1340,0.058139537,0.119047619,0.0
28096,505,1263,0.026548672,0.375,0.006404959
28097,506,67,0.017505471,0.727272749,0.005555556
28141,486,35,0.065843619,0.372093022,0.005966587
28255,671,315,0.013245033,0.400000006,0.003856041
28288,685,327,0.048780486,0.181818187,0.017114915
28336,823,63,0.125,0.339622647,0.004201681
28352,628,641,0.111969113,0.426470578,0.0
28353,628,679,0.05511811,0.291666657,0.005084746
28368,496,679,0.03305785,0.166666672,0.006622517
28416,806,866,0.127753302,0.337209314,0.017666545
28417,806,911,0.0964467,0.413043469,0.003004292
28432,753,1721,0.035714287,0.255813956,0.0
28448,526,106,0.048,0.142857149,0.002873563
28480,520,806,0.06122449,0.315789461,0.004729149
28512,628,716,0.043824703,0.261904776,0.016419077
28528,505,10,0.0,0.0,0.080084473
28529,505,67,0.010940919,0.625,0.009033614
28544,868,340,0.062222224,0.349999994,0.001008064
28768,605,716,0.070422538,0.14705883,0.004111842
28816,496,1077,0.004545454,0.052631579,0.020151133
28880,602,794,0.083333336,0.230769232,0.004817987
28960,697,1196,0.030674847,0.263157904,0.007922535
29056,439,604,0.049504951,0.200000003,0.005252101
29057,439,868,0.032258064,0.280000001,0.0
29104,806,214,0.039106146,0.4375,0.003412969
29152,806,1476,0.108225107,0.441176474,0.005608283
29153,806,1494,0.080645159,0.483870953,0.013174145
29168,471,334,0.003095975,0.25,0.0
29216,551,466,0.071428575,0.333333343,0.0
29232,794,370,0.050000001,0.15384616,0.008174387
29233,794,602,0.083333336,0.230769232,0.004817987
29248,817,127,0.056179777,0.569620252,0.003780718
29296,675,1161,0.0,0.0,0.04587156
29376,467,1450,0.005145798,0.75,0.0
29456,523,1410,0.215686277,0.5,0.004007286
29552,496,267,0.069767445,0.174999997,0.010526316
29632,726,764,0.097087376,0.227272734,0.0
29920,711,595,0.030303031,0.200000003,0.005714286
29968,814,980,0.129411772,0.536585391,0.038186159
29984,514,404,0.083798885,0.357142866,0.002570694
30000,864,1090,0.053333335,0.105263159,0.111111112
30016,869,1844,0.158823535,0.435483873,0.0
30048,814,840,0.057142857,0.294117659,0.02538071
30080,747,1664,0.1328125,0.265625,0.004545454
30176,868,1287,0.168639049,0.290816337,0.009389671
30208,842,108,0.384615391,0.625,0.007186858
30288,777,110,0.130612239,0.711111128,0.004095004
30448,674,1230,0.0625,0.166666672,0.012062727
30449,675,66,0.15384616,0.5,0.00203666
30450,675,305,0.043478262,0.393939406,0.004104368
30496,806,1275,0.055276383,0.275000006,0.003877639
30544,538,1086,0.053333335,0.363636374,0.010416667
30688,425,2,0.058333334,0.142857149,0.002878289
30752,818,388,0.193548381,0.428571433,0.009789157
30784,868,439,0.032258064,0.280000001,0.0
30800,752,2,0.066037737,0.200000003,0.001258389
30848,786,1726,0.048387095,0.146341458,0.00729927
30944,743,153,0.060344826,0.25,0.009520683
31136,524,1304,0.062992126,0.15384616,0.002403846
31168,764,358,0.076271184,0.204545453,0.006936416
31248,866,1636,0.083333336,0.227272734,0.013071896
31328,814,101,0.041450776,0.159999996,0.052005943
31472,911,806,0.0964467,0.413043469,0.003004292
31536,891,315,0.06329114,0.5,0.005082592
31760,751,391,0.099547513,0.255813956,0.004149378
31888,818,1761,0.259259254,0.5,0.009202454
31968,877,432,0.025641026,0.07692308,0.039717562
32064,866,806,0.127753302,0.337209314,0.017666545
32080,565,61,0.168141589,0.327586204,0.004271223
32144,758,1311,0.003289474,0.07692308,0.042671613
32176,814,188,0.091383815,0.231788084,0.065632455
32415,675,1787,0.08994709,0.515151501,0.003755055
32672,832,1787,0.043715846,0.444444448,0.004901961
32864,806,520,0.06122449,0.315789461,0.004729149
33136,777,153,0.035856575,0.321428567,0.005381769
33137,777,204,0.028688524,0.368421048,0.002673797
33536,1036,1297,0.104196817,0.409090906,0.0
34208,836,1179,0.064220183,0.349999994,0.007058823
34512,866,1139,0.0,0.0,0.003246753
34513,866,1311,0.145454541,0.558139563,0.014874142
34704,1039,446,0.020833334,0.043478262,0.006920415
34752,783,127,0.006485085,0.555555582,0.002004008
35040,893,322,0.039682541,0.227272734,0.0
35616,985,127,0.00390625,0.75,0.003703704
35936,868,1092,0.009615385,0.181818187,0.0113852
35937,868,1128,0.004854369,0.125,0.023335621
36000,940,325,0.117647059,0.307692319,0.016345348
36001,940,1196,0.03846154,0.461538464,0.016736401
36080,807,1763,0.045000002,0.257142872,0.0
36081,809,364,0.0,0.0,0.026026025
36288,893,1615,0.008264462,0.07692308,0.003816794
36352,840,61,0.018867925,0.05882353,0.005476451
36366,840,814,0.057142857,0.294117659,0.02538071
36416,811,398,0.119402982,0.470588237,0.029829545
36417,811,1476,0.014851485,0.529411793,0.002985075
36768,1030,493,0.025316456,0.400000006,0.0
37168,904,1758,0.012531328,0.5,0.007936508
37296,946,188,0.010948905,0.300000012,0.020449897
37312,893,1372,0.034246575,0.119047619,0.0
37344,982,127,0.089570552,0.603305757,0.0
37376,894,50,0.057971016,0.347826093,0.004878049
37872,1004,1263,0.074829929,0.219999999,0.013384321
38000,975,153,0.07692308,0.142857149,0.003997335
38112,1090,343,0.017857144,0.052631579,0.026819924
38113,1090,864,0.053333335,0.105263159,0.111111112
38496,806,1281,0.028735632,0.555555582,0.003056769
38497,806,1308,0.106976748,0.338235289,0.009075195
38498,806,1365,0.108490564,0.353846163,0.009844135
38704,1034,96,0.121212125,0.571428597,0.004819277
38960,1026,16,0.135593221,0.266666681,0.001456311
38992,916,1785,0.173913047,0.470588237,0.015757576
39120,1050,106,0.080645159,0.222222224,0.002663116
39152,661,1066,0.16483517,0.283018857,0.007759014
39153,661,1148,0.102803737,0.207547173,0.005613126
39154,661,1308,0.100000001,0.207547173,0.004520796
39161,661,1140,0.07920792,0.150943398,0.02978188
39744,1275,806,0.055276383,0.275000006,0.003877639
39776,1121,167,0.084112152,0.166666672,0.010830325
39840,1312,67,0.040983606,0.370370358,0.004219409
39841,1312,173,0.113207549,0.222222224,0.0
40208,1196,940,0.03846154,0.461538464,0.016736401
40368,1195,496,0.050691243,0.423076928,0.0
40480,1047,1593,0.068062827,0.649999976,0.042016808
40608,1043,1297,0.020066889,0.521739125,0.018501388
40640,1263,505,0.026548672,0.375,0.006404959
40976,1066,661,0.16483517,0.283018857,0.007759014
41088,944,589,0.118279569,0.289473683,0.003215434
41440,1077,496,0.004545454,0.052631579,0.020151133
41584,1139,866,0.0,0.0,0.003246753
41597,1140,174,0.041322313,0.089285716,0.028273309
41632,1199,88,0.506493509,0.795918345,0.034220532
41824,1304,398,0.084615387,0.18965517,0.010711818
41840,1132,315,0.07772021,0.25,0.001371742
42096,1263,258,0.033613447,0.266666681,0.006042296
42160,1090,1286,0.169491529,0.322580636,0.007320644
42384,908,1408,0.253846169,0.578947365,0.003846154
42432,1196,697,0.030674847,0.263157904,0.007922535
42496,1147,343,0.008583691,0.105263159,0.008316008
42608,1148,68,0.053333335,0.285714298,0.006349206
42752,1270,1320,0.030373832,0.519999981,0.00486618
43072,893,864,0.041666668,0.146341458,0.028816199
43168,1279,174,0.062068965,0.128571436,0.00790798
43184,1092,868,0.009615385,0.181818187,0.0113852
43200,1281,806,0.028735632,0.555555582,0.003056769
43280,1199,431,0.130434781,0.818181813,0.01897019
43424,1270,173,0.141025648,0.439999998,0.005444646
43696,1195,35,0.043103449,0.384615391,0.002464572
43792,1287,868,0.168639049,0.290816337,0.009389671
43840,980,814,0.129411772,0.536585391,0.038186159
43888,1243,94,0.103896104,0.666666687,0.009162304
44016,1185,414,0.10619469,0.400000006,0.001584786
44048,1311,866,0.145454541,0.558139563,0.014874142
44096,1148,661,0.102803737,0.207547173,0.005613126
44192,1140,661,0.07920792,0.150943398,0.02978188
44256,1136,174,0.016666668,0.03846154,0.006069261
44480,1196,399,0.092715234,0.875,0.038876891
44512,1063,45,0.06818182,0.631578922,0.019039378
44624,1223,1180,0.06122449,0.176470593,0.013089005
44625,1224,127,0.024234693,0.527777791,0.0
44672,1168,2,0.03846154,0.13333334,0.006087662
44768,1297,136,0.010204081,0.857142866,0.010940919
44827,1102,559,0.132530123,0.323529422,0.003215434
44832,1068,1666,0.118881121,0.303571433,0.0
44880,1107,88,0.417910457,0.608695626,0.014884979
44960,1161,675,0.0,0.0,0.04587156
44992,1086,538,0.053333335,0.363636374,0.010416667
44993,1086,604,0.090452261,0.222222224,0.009404388
45056,1115,150,0.125984251,0.266666681,0.00528169
45184,1289,1820,0.442307681,0.676470578,0.064150944
45376,1289,1421,0.222222224,0.388888896,0.015037594
45408,1179,106,0.133064523,0.370786518,0.002808989
45409,1179,174,0.069387756,0.242857143,0.003221188
45456,1179,836,0.064220183,0.349999994,0.007058823
45520,1128,127,0.005188067,0.5,0.007106599
45535,1128,868,0.004854369,0.125,0.023335621
45728,1311,1804,0.012944984,0.190476194,0.0
45824,1311,1715,0.013333334,0.333333343,0.002096436
45904,1197,25,0.052631579,0.181818187,0.00591716
45936,1063,1859,0.155172408,0.473684222,0.003393117
45937,1063,1869,0.078947365,0.157894731,0.006616257
45952,1241,2,0.030927835,0.13636364,0.009482418
46128,1264,67,0.013100437,0.600000024,0.015946286
46176,1308,661,0.100000001,0.207547173,0.004520796
46224,1263,138,0.07272727,0.800000012,0.007697947
46272,1180,235,0.02247191,0.057142857,0.001901141
46273,1180,1223,0.06122449,0.176470593,0.013089005
46416,1311,758,0.003289474,0.07692308,0.042671613
46448,1467,61,0.124087594,0.229729727,0.001133144
46576,1297,586,0.011904762,0.875,0.0
46688,1263,1004,0.074829929,0.219999999,0.013384321
47024,1348,1476,0.018062398,0.5,0.006745363
47152,1297,246,0.021922428,0.684210539,0.018087855
47200,1308,806,0.106976748,0.338235289,0.009075195
47632,1320,1270,0.030373832,0.519999981,0.00486618
47728,1170,25,0.05882353,0.142857149,0.007874016
48032,1304,76,0.04587156,0.161290318,0.020754717
48124,1286,1090,0.169491529,0.322580636,0.007320644
48320,1287,1851,0.064814813,0.411764711,0.012738854
48384,1365,806,0.108490564,0.353846163,0.009844135
48448,1476,62,0.114599682,0.651785731,0.001501502
48464,1344,127,0.033376124,0.684210539,0.0
48704,1340,683,0.058139537,0.119047619,0.0
48880,1340,1666,0.084507041,0.285714298,0.007537689
49072,1320,1691,0.025821596,0.523809552,0.001718213
49104,1476,10,0.004975124,0.375,0.003465347
49200,1311,555,0.012861736,0.173913047,0.017948719
49344,1494,806,0.080645159,0.483870953,0.013174145
49440,1228,35,0.022831051,0.625,0.003046923
49441,1230,674,0.0625,0.166666672,0.012062727
49472,1422,9,0.041666668,0.473684222,0.0025
49632,1297,1036,0.104196817,0.409090906,0.0
49633,1297,1043,0.020066889,0.521739125,0.018501388
49888,1395,432,0.188405797,0.464285702,0.004955401
50112,1337,587,0.024844721,0.086956523,0.001064963
50272,1421,1289,0.222222224,0.388888896,0.015037594
50464,1593,35,0.22947368,0.504629612,0.007029877
50480,1450,467,0.005145798,0.75,0.0
50592,1408,908,0.253846169,0.578947365,0.003846154
50640,1280,391,0.05027933,0.104651161,0.027559055
50641,1280,398,0.052631579,0.137931034,0.020080321
51296,1311,10,0.003344482,0.125,0.046553269
51408,1432,318,0.035971224,0.555555582,0.019911505
51728,1622,197,0.01754386,0.111111112,0.012658228
52208,1623,467,0.025337838,0.600000024,0.013157895
52720,1415,153,0.022727273,0.05882353,0.010705922
52736,1484,174,0.047169812,0.121951222,0.001807665
52928,1365,2,0.028776979,0.061538462,0.007459756
52929,1365,61,0.037313432,0.07692308,0.007276507
52992,1410,523,0.215686277,0.5,0.004007286
53136,1390,195,0.050359711,0.349999994,0.004662005
53328,1374,688,0.162544176,0.46938777,0.0
53504,1304,524,0.062992126,0.15384616,0.002403846
53520,1666,1,0.00877193,0.333333343,0.023218574
53776,1426,35,0.179104477,0.479999989,0.001237624
54016,1466,696,0.126984134,0.307692319,0.040106952
54480,1408,190,0.123188406,0.346938789,0.00312989
54688,1374,275,0.112149529,0.285714298,0.003502627
54704,1473,318,0.032467533,0.208333328,0.004444445
54768,1392,35,0.123931624,0.617021263,0.002496879
54769,1392,61,0.130841121,0.297872335,0.001689189
55136,1476,218,0.0,0.0,0.005381166
55664,1372,893,0.034246575,0.119047619,0.0
55712,1715,1311,0.013333334,0.333333343,0.002096436
55776,1542,127,0.005208333,0.800000012,0.013716525
55936,1666,349,0.075342469,0.244444445,0.009693054
56560,1523,467,0.030201342,0.5625,0.010452962
56688,1615,893,0.008264462,0.07692308,0.003816794
56960,1666,1340,0.084507041,0.285714298,0.007537689
57056,1476,1348,0.018062398,0.5,0.006745363
57216,1374,107,0.053941909,0.565217376,0.0
57229,1374,106,0.059602648,0.202247187,0.002915452
57888,1699,794,0.041666668,0.230769232,0.001113586
58512,1422,559,0.085972853,0.558823526,0.0
58704,1554,426,0.233333334,0.405797094,0.001669449
58717,1554,127,0.055555556,0.637681186,0.001529052
58864,1616,577,0.028985508,0.333333343,0.016509434
58960,1654,315,0.019108281,0.25,0.00536193
58961,1655,96,0.170731708,0.5,0.009326424
59136,1691,1320,0.025821596,0.523809552,0.001718213
59440,1666,1877,0.030303031,0.166666672,0.024229076
59712,1494,315,0.140127391,0.709677398,0.009060022
60672,1721,753,0.035714287,0.255813956,0.0
60800,1761,818,0.259259254,0.5,0.009202454
60880,1743,153,0.113636367,0.238095239,0.023787167
60896,1787,832,0.043715846,0.444444448,0.004901961
61056,1758,76,0.034063261,0.45161289,0.057420496
61088,1593,325,0.039682541,0.600000024,0.003934795
61101,1593,315,0.188940093,0.554054081,0.003558719
61216,1476,806,0.108225107,0.441176474,0.005608283
61217,1476,811,0.014851485,0.529411793,0.002985075
61218,1476,832,0.019867551,0.666666687,0.003285151
61312,1820,1289,0.442307681,0.676470578,0.064150944
61328,1726,786,0.048387095,0.146341458,0.00729927
61392,1666,1068,0.118881121,0.303571433,0.0
61552,1758,904,0.012531328,0.5,0.007936508
61584,1725,426,0.070588239,0.5,0.0
61664,1825,24,0.052083332,0.121951222,0.006734007
61665,1825,126,0.151162788,0.333333343,0.003710575
61734,1851,1287,0.064814813,0.411764711,0.012738854
61846,1717,127,0.009067358,0.583333313,0.008413462
61910,1863,35,0.038961038,0.375,0.003095975
61958,1785,916,0.173913047,0.470588237,0.015757576
61974,1666,68,0.05882353,0.5,0.009055628
62038,1887,127,0.003891051,0.428571433,0.001564945
62102,1877,1666,0.030303031,0.166666672,0.024229076
62134,1804,1311,0.012944984,0.190476194,0.0
62166,1910,127,0.014267186,0.733333349,0.003252032
62214,1763,807,0.045000002,0.257142872,0.0
62230,1763,5,0.079365082,0.5,0.006321113
62246,1844,869,0.158823535,0.435483873,0.0
62278,1636,866,0.083333336,0.227272734,0.013071896
